SYS_RTU_ID,GraphCard_CardSurf,GraphCard_CardDhole,Gross_Stroke,Net_Stroke,Pump_Fillage
ET1002,0.05;7453|0.1;7329|0.21;7388|0.32;7562|0.4;8010|0.72;7931|1.04;7853|1.37;7769|1.69;7811|2.19;8124|2.74;8244|3.28;8111|3.83;7837|4.52;7685|5.29;7709|6.07;7805|6.84;7895|7.71;7611|8.72;7500|9.72;7434|10.73;7863|11.8;7994|13.06;8415|14.31;7921|15.57;8082|16.85;8085|18.36;8306|19.86;8241|21.37;8151|22.83;7636|24.56;7371|26.29;7422|28.02;7472|29.74;7473|31.61;7229|33.57;7190|35.53;6933|37.5;7400|39.59;8031|41.84;8193|44.1;7988|46.35;8145|48.65;7761|51.13;8019|53.58;8262|56.02;7694|58.41;7104|60.94;6679|63.45;6296|65.94;6386|68.43;6942|71.01;6567|73.58;6621|76.23;6575|79;7208|81.8;8516|84.62;8969|87.44;8687|90.27;8391|93.1;8027|95.91;8287|98.69;8891|101.43;7913|104.05;6560|106.52;5430|108.99;4981|111.47;5583|113.97;6391|116.26;6367|118.51;5764|120.78;6059|123.17;6671|125.34;9399|127.43;10831|129.5;11228|131.56;11151|133.37;11040|135.03;10673|136.69;10385|138.36;10435|139.81;10818|141.06;11172|142.32;11574|143.57;11917|144.67;12171|145.49;12521|146.31;12960|147.14;13481|147.84;14032|148.22;14477|148.6;14902|148.98;15220|149.27;15591|149.22;15986|149.17;15989|149.12;15956|149.03;15399|148.58;15077|148.13;14845|147.67;14769|147.22;14713|146.42;14699|145.6;14515|144.77;14536|144;14684|142.86;14877|141.72;15183|140.58;15332|139.45;15357|138.14;15521|136.74;15710|135.34;15777|133.95;15792|132.46;15674|130.83;15355|129.2;15120|127.56;15063|125.89;14926|124.04;14690|122.19;14534|120.34;14439|118.49;14491|116.49;14790|114.5;15003|112.52;15162|110.54;15256|108.49;15337|106.43;15508|104.39;15676|102.35;15692|100.28;15617|98.17;15445|96.06;15322|93.95;15240|91.82;15162|89.65;14799|87.47;14597|85.28;14509|83.07;14467|80.87;14509|78.67;14607|76.44;14597|74.25;14727|72.08;15062|69.92;15357|67.79;15741|65.66;16127|63.59;16330|61.56;16373|59.52;16519|57.51;16547|55.51;16564|53.57;16212|51.62;15902|49.65;15554|47.67;15226|45.79;14941|43.9;14733|42.01;14567|40.11;14619|38.34;14901|36.58;15170|34.81;15655|33.02;16148|31.39;16535|29.75;16939|28.1;17417|26.45;17635|24.91;17638|23.38;17413|21.83;16967|20.27;16443|18.9;15988|17.52;15569|16.14;15030|14.79;14606|13.62;14112|12.44;13673|11.28;13229|10.18;12843|9.22;12564|8.29;12239|7.35;11859|6.49;11541|5.76;11250|5.04;10966|4.32;10741|3.66;10579|3.15;10424|2.63;10220|2.11;10058|1.65;9964|1.33;9835|1.02;9654|0.71;9562|0.42;9432|0.31;9294|0.21;8790|0.1;7935|0.05;7453|,-2.76878;-57.27011|-4.765358;503.8777|-6.251229;1031.349|-6.716693;1466.614|-6.276038;1874.461|-5.615178;2405.556|-5.532722;3194.554|-6.362253;4256.507|-7.655653;5448.585|-8.348816;6525.214|-7.325298;7257.143|-4.037371;7545.253|1.194761;7463.167|7.382049;7206.501|13.43081;6982.389|18.72082;6906.05|23.35629;6961.98|27.96973;7044.189|33.24032;7041.7|39.44803;6912.393|46.33083;6702.442|53.29512;6507.48|59.80286;6408.2|65.66851;6424.505|71.09074;6514.196|76.4375;6609.875|81.96107;6664.144|87.64013;6672.701|93.23129;6664.717|98.45752;6673.733|103.1774;6713.204|107.4175;6772.924|111.269;6834.086|114.7533;6886.647|117.7724;6933.003|120.1825;6974.949|121.9243;6995.429|123.0981;6951.05|123.9197;6782.882|124.5867;6439.148|125.1569;5895.135|125.5258;5159.265|125.5092;4266.042|124.9508;3266.203|123.7592;2223.707|121.8459;1218.932|119.0311;346.9651|115.0299;-300.4921|109.5809;-668.7901|102.6585;-772.4006|94.62216;-701.3885|86.16409;-589.294|78.03913;-553.3348|70.71841;-638.9063|64.18207;-802.4194|57.99695;-945.3036|51.64543;-979.9296|44.90071;-886.3965|38.00299;-723.7344|31.51717;-588.4659|25.96673;-548.7729|21.49357;-599.5544|17.78089;-669.8025|14.29611;-677.5609|10.68703;-593.6716|7.050385;-467.8535|3.874731;-395.694|1.684354;-446.7259|0.627462;-603.1144|0.3022607;-754.1865|-3.887435E-02;-755.5161|-1.027765;-516.3841|,133.8746,112.7293,69.7
ET1054,0.04;8818|0.09;8363|0.19;8196|0.29;8067|0.39;7938|0.55;8289|0.86;9312|1.16;9234|1.49;8959|1.8;8835|2.29;8906|2.85;8797|3.41;8690|3.99;8766|4.69;8973|5.55;9167|6.42;9282|7.3;9454|8.33;9786|9.53;9937|10.74;9824|11.97;9914|13.44;10123|15.02;9994|16.62;9702|18.28;9599|20.26;9517|22.27;9368|24.3;9065|26.62;9068|29.08;9285|31.58;9306|34.25;9222|37.16;9430|40.12;9635|43.18;9751|46.52;9809|49.87;9962|53.23;10131|56.88;9992|60.52;9640|64.1;9272|67.96;9080|71.8;8807|75.62;8496|79.54;8241|83.5;8067|87.43;7729|91.36;7456|95.31;7618|99.25;7932|103.15;8154|106.92;8348|110.64;8407|114.31;8412|117.84;8359|121.18;8368|124.48;8306|127.74;8243|130.74;8328|133.58;8328|136.39;8284|139.19;8450|141.67;8828|144;9053|146.32;9251|148.59;9548|150.61;9832|152.39;9854|154.16;9809|155.89;9949|157.57;10070|158.82;9874|160.07;9704|161.3;9562|162.53;9356|163.5;9162|164.27;9164|165.04;9343|165.8;9460|166.59;9590|166.89;9685|167.19;9798|167.49;9952|167.79;10152|167.95;10393|167.81;10658|167.67;10989|167.53;10978|167.39;10899|167;10770|166.45;10575|165.91;10407|165.37;10441|164.84;10464|163.96;10490|163.06;10582|162.17;10659|161.27;10727|160.32;10816|159.13;10918|157.92;11187|156.73;11282|155.53;11265|154.23;11240|152.77;11189|151.31;11032|149.84;10967|148.38;10892|146.77;10882|145.08;10777|143.39;10604|141.7;10520|140.02;10667|138.2;10707|136.36;10903|134.53;11116|132.7;11286|130.89;11379|128.95;11373|127;11486|125.06;11672|123.1;11657|121.12;11505|119.04;11339|116.93;11021|114.78;10794|112.58;10516|110.32;10439|108;10483|105.64;10393|103.25;10281|100.82;10360|98.35;10544|95.85;10825|93.33;11227|90.77;11555|88.2;11841|85.61;11970|82.99;11923|80.35;11997|77.75;12053|75.12;11979|72.47;11888|69.85;11537|67.3;11241|64.74;11148|62.19;10944|59.72;10879|57.33;11023|54.97;11170|52.62;11354|50.38;11559|48.2;11881|46.03;12355|43.85;12518|41.8;12505|39.81;12593|37.81;12617|35.78;12510|33.98;12276|32.18;12060|30.4;11827|28.62;11468|26.99;11009|25.43;10866|23.88;11022|22.36;11070|20.94;11145|19.62;11367|18.32;11707|17.03;11978|15.78;12104|14.69;12512|13.6;12933|12.51;12857|11.37;12643|10.47;12469|9.57;12223|8.68;11896|7.79;11606|6.96;11333|6.27;11208|5.58;10926|4.89;10514|4.16;10385|3.67;10253|3.18;10123|2.68;9987|2.19;9792|1.75;9603|1.45;9428|1.15;9423|0.86;9300|0.56;8902|0.39;8964|0.29;9162|0.19;9045|0.09;8931|0.04;8818|,-4.150432;-1692.245|-4.300021;-1545.657|-4.260311;-1307.827|-4.373893;-943.8572|-4.856164;-459.5031|-5.565589;82.85538|-5.996042;582.1759|-5.51745;943.0168|-3.720064;1120.614|-0.6412039;1139.723|3.273776;1076.174|7.451739;1013.067|11.53207;998.5291|15.55083;1029.361|19.8621;1067.146|24.86484;1072.632|30.72748;1034.207|37.29095;972.7927|44.19844;923.0657|51.14231;906.9609|58.0441;919.1257|65.04209;933.7781|72.30524;926.3148|79.81914;892.7514|87.30824;852.5724|94.35865;833.4246|100.6601;849.5219|106.1986;890.0048|111.2625;925.8895|116.2547;930.5469|121.4341;898.8915|126.7574;851.53|131.9205;820.9686|136.5614;829.5757|140.4821;874.3895|143.7443;928.5242|146.585;957.1757|149.2262;936.6815|151.7135;864.3357|153.888;754.5146|155.4916;626.7153|156.3156;495.7061|156.2823;370.1442|155.4172;257.4615|153.7546;166.9344|151.2704;104.7272|147.8999;62.97953|143.6201;12.78613|138.5107;-88.94805|132.7201;-277.7823|126.3406;-556.3674|119.286;-882.7247|111.2853;-1183.55|102.0398;-1388.559|91.46864;-1467.034|79.88835;-1444.06|67.99024;-1385.153|56.59984;-1357.62|46.34701;-1392.212|37.4421;-1468.966|29.69357;-1535.78|22.74901;-1546.992|16.39733;-1496.343|10.73193;-1422.678|6.071749;-1385.155|2.703553;-1425.045|0.6302873;-1539.663|-0.4956422;-1685.061|-1.205865;-1804.07|-1.931013;-1859.189|-2.793706;-1847.365|-3.619553;-1787.575|,162.3116,120.9677,69.35
ET1058,0.05;8651|0.1;8835|0.2;8909|0.31;8935|0.41;8794|0.63;8458|0.94;7960|1.26;7552|1.58;7522|1.89;7259|2.43;6984|2.96;6930|3.5;7005|4.03;7255|4.67;7681|5.44;8166|6.21;8467|6.97;8429|7.74;8427|8.74;8595|9.75;8626|10.76;8379|11.77;7948|12.89;7435|14.14;6868|15.38;6505|16.62;6745|17.87;7023|19.37;7002|20.91;7045|22.48;7563|24.07;8289|25.86;8902|27.87;9587|29.93;10062|32.03;9598|34.36;9075|36.89;8950|39.49;8904|42.13;8412|45.18;7740|48.3;7136|51.52;6335|54.99;5836|58.71;6753|62.56;7792|66.64;8521|70.87;8916|75.12;9370|79.48;9764|83.9;10157|88.29;10225|92.67;10412|97.02;10509|101.31;10615|105.49;10689|109.53;10714|113.49;10615|117.33;10526|120.91;10484|124.42;10429|127.88;10380|131.03;10397|134.03;10379|137;10365|139.92;10597|142.39;11024|144.82;11229|147.2;11375|149.53;11503|151.41;11529|153.23;11498|155;11545|156.78;11590|158.24;11374|159.5;11149|160.77;11013|162.03;10890|163.21;10906|164;11094|164.78;11320|165.57;11462|166.35;11601|166.82;11818|167.13;12008|167.43;12210|167.74;12369|167.97;12441|167.82;12525|167.68;12607|167.53;12608|167.39;12525|166.96;12434|166.4;12392|165.84;12308|165.27;12266|164.65;12326|163.72;12363|162.78;12340|161.84;12356|160.89;12485|159.75;12606|158.5;12669|157.24;12760|155.99;12786|154.71;12716|153.17;12660|151.64;12684|150.12;12723|148.58;12643|146.92;12504|145.14;12462|143.38;12378|141.61;12394|139.85;12588|137.91;12772|135.96;12808|134;12801|132.07;12889|130.09;13061|128.02;13086|125.95;13170|123.88;13146|121.81;12956|119.67;12736|117.5;12684|115.33;12735|113.16;12677|110.97;12570|108.73;12553|106.48;12520|104.23;12553|101.98;12738|99.72;12967|97.45;13011|95.18;12988|92.87;13002|90.55;13042|88.21;13025|85.82;13017|83.4;12961|80.96;12793|78.51;12624|76.04;12615|73.56;12690|71.07;12714|68.69;12799|66.31;13015|63.9;13273|61.47;13472|59.11;13652|56.76;13805|54.4;13802|52.01;13728|49.77;13742|47.53;13639|45.28;13397|43.04;13043|40.95;12843|38.88;12671|36.83;12608|34.83;12812|33;13252|31.17;13478|29.36;13712|27.61;13998|26.01;14306|24.4;14478|22.79;14570|21.25;14528|19.85;14250|18.44;13587|17.03;13110|15.7;12831|14.52;12650|13.35;12429|12.19;12319|11.06;12250|10.1;11934|9.17;11390|8.24;11117|7.31;10801|6.57;10587|5.86;10450|5.15;10333|4.44;10256|3.83;10190|3.33;10028|2.83;9731|2.32;9435|1.82;9291|1.52;9275|1.21;9280|0.91;9273|0.61;9271|0.4;9193|0.3;9009|0.2;8805|0.1;8634|0.05;8651|,-2.560503;-1684.626|-3.630427;-1385.637|-4.01551;-1146.64|-3.616287;-952.1947|-2.733468;-726.7092|-1.904045;-375.3711|-1.552984;155.3215|-1.683945;835.1757|-1.813794;1554.027|-1.201332;2171.208|0.7678987;2582.097|4.276155;2763.271|9.02597;2772.171|14.46082;2705.813|20.09741;2646.766|25.75679;2628.755|31.56625;2637.905|37.76372;2641.196|44.46057;2618.175|51.52763;2574.301|58.66662;2531.018|65.59476;2505.056|72.19956;2495.429|78.55783;2487.828|84.82195;2470.812|91.07301;2448.69|97.25534;2439.311|103.2344;2458.088|108.9199;2501.633|114.3455;2545.574|119.6347;2560.302|124.8755;2533.779|130.0029;2483.707|134.7894;2448.126|138.9615;2459.304|142.3646;2518.943|145.0547;2592.96|147.244;2630.712|149.1332;2595.937|150.7487;2487.947|151.9016;2338.517|152.2985;2187.69|151.7226;2057.306|150.1485;1942.492|147.7052;1827.086|144.513;1709.244|140.5235;1613.657|135.4944;1575.222|129.1392;1601.109|121.3596;1638.106|112.3948;1574.272|102.7708;1284.425|93.0651;699.2117|83.63705;-142.2835|74.50594;-1091.618|65.46461;-1948.376|56.35435;-2547.482|47.31065;-2829.006|38.8016;-2852.71|31.41853;-2752.28|25.54888;-2659.196|21.14701;-2641.503|17.75834;-2689.479|14.78474;-2748.261|11.81855;-2768.556|8.828946;-2739.166|6.08802;-2682.59|3.902792;-2623.429|2.35023;-2558.399|1.203383;-2453.261|9.706621E-02;-2269.654|-1.192119;-2000.498|,156.314,66.6646,96.04
ET1060,0.03;8922|0.06;8896|0.13;9054|0.19;9211|0.26;9383|0.41;9477|0.62;9059|0.84;8166|1.05;7589|1.34;7429|1.74;7255|2.14;7205|2.55;7049|3.06;6964|3.68;7159|4.31;7875|4.96;9128|5.83;9546|6.71;9616|7.6;9755|8.66;9650|9.8;9518|10.95;9419|12.22;8790|13.65;7739|15.08;6726|16.62;6580|18.37;6368|20.15;6876|22.05;7522|24.13;7664|26.24;7889|28.49;9121|30.83;10046|33.15;10274|35.59;10465|38.03;10033|40.43;8572|42.9;7722|45.38;7253|47.86;6671|50.36;5731|52.88;4807|55.43;4660|58.05;4649|60.69;6259|63.33;7993|65.89;9160|68.36;9738|70.76;9728|73.07;9847|75.19;9971|77.29;10095|79.33;10118|81.08;10200|82.81;10318|84.49;10368|86.06;10585|87.42;10939|88.74;11097|90.03;11153|91.22;11136|92.19;11208|93.14;11206|94.09;11185|95.02;11207|95.67;11128|96.31;10962|96.95;10947|97.59;11058|98.1;11189|98.46;11297|98.82;11409|99.18;11517|99.56;11620|99.65;11759|99.74;12029|99.84;12347|99.93;12608|99.92;12685|99.76;12595|99.6;12564|99.43;12523|99.31;12507|98.92;12554|98.53;12563|98.14;12593|97.75;12638|97.31;12664|96.72;12731|96.13;12767|95.54;12786|94.95;12777|94.26;12739|93.49;12698|92.72;12670|91.96;12651|91.19;12610|90.28;12561|89.36;12572|88.45;12597|87.53;12640|86.58;12698|85.55;12745|84.52;12796|83.49;12844|82.46;12867|81.37;12878|80.25;12877|79.12;12850|78;12790|76.87;12736|75.68;12690|74.48;12626|73.26;12603|72.07;12618|70.85;12657|69.6;12718|68.35;12767|67.11;12832|65.87;12914|64.61;12958|63.35;12979|62.09;12993|60.82;12959|59.55;12930|58.28;12839|57;12798|55.71;12731|54.42;12655|53.14;12642|51.86;12671|50.58;12712|49.31;12796|48.04;12871|46.79;12953|45.55;13045|44.32;13127|43.08;13159|41.84;13149|40.65;13095|39.46;13031|38.25;12967|37.05;12882|35.86;12776|34.7;12729|33.55;12681|32.39;12713|31.24;12810|30.13;12923|29.05;13026|27.97;13137|26.9;13266|25.83;13296|24.83;13350|23.83;13322|22.84;13252|21.83;13131|20.86;12989|19.94;12883|19.01;12755|18.08;12691|17.15;12718|16.29;12783|15.46;12915|14.63;13097|13.8;13289|12.98;13457|12.26;13544|11.53;13678|10.81;13592|10.08;13485|9.41;13335|8.78;13076|8.14;12688|7.52;12238|6.88;12052|6.36;11817|5.84;11609|5.31;11533|4.79;11469|4.29;11270|3.88;10961|3.46;10683|3.04;10414|2.6;10304|2.29;10241|1.99;10235|1.69;10257|1.38;10177|1.1;9889|0.91;9681|0.73;9637|0.54;9591|0.36;9579|0.25;9611|0.18;9667|0.12;9719|0.06;9640|0.03;8922|,-4.327423;-1186.838|-5.432828;-871.8582|-5.710008;-675.8429|-5.281034;-555.2358|-4.655665;-400.5684|-4.423395;-102.0547|-4.880707;380.9902|-5.834244;990.6862|-6.704428;1599.243|-6.857569;2076.883|-5.951463;2356.469|-4.082232;2456.958|-1.660751;2456.32|0.8752831;2436.877|3.313068;2440.48|5.725435;2459.634|8.330751;2463.293|11.27888;2432.891|14.52564;2380.637|17.876;2338.844|21.14424;2332.203|24.29668;2356.94|27.46573;2383.745|30.82977;2381.628|34.45771;2343.232|38.24159;2291.301|41.96939;2261.052|45.47967;2272.359|48.77646;2313.709|52.01361;2350.823|55.36023;2353.472|58.85152;2319.52|62.3428;2277.036|65.60472;2262.263|68.48772;2290.441|71.02596;2342.829|73.39561;2381.115|75.75462;2378.635|78.08904;2343.174|80.19455;2310.861|81.82197;2312.703|82.88498;2338.468|83.56485;2328.796|84.20808;2208.537|85.06268;1943.475|86.0322;1580.854|86.63948;1239.045|86.26419;1043.158|84.52659;1041.643|81.56936;1157.51|78.03079;1211.676|74.69228;1012.907|71.99924;465.5877|69.75402;-368.0963|67.18618;-1290.31|63.37476;-2063.033|57.7767;-2522.312|50.54719;-2646.902|42.46942;-2546.492|34.55384;-2384.07|27.56418;-2284.374|21.75192;-2282.84|16.92571;-2337.782|12.75725;-2385.698|9.083098;-2394.613|5.993918;-2378.375|3.675419;-2367.779|2.151489;-2367.271|1.147549;-2335.498|0.1961435;-2207.959|-1.079175;-1946.414|-2.705996;-1577.253|,93.49705,70.08333,72.96
ET1062,0.05;4035|0.1;3802|0.21;3792|0.32;3833|0.43;3911|0.69;3839|1.02;3720|1.35;3637|1.67;3580|2.08;3753|2.64;4299|3.2;4743|3.76;4587|4.31;4487|5.11;4670|5.89;4732|6.68;4045|7.46;3996|8.39;3826|9.42;5279|10.46;6261|11.49;6337|12.58;6345|13.88;6372|15.17;6431|16.46;6420|17.76;6414|19.28;6433|20.84;6469|22.41;6465|23.97;6491|25.64;6509|27.48;6468|29.32;6373|31.16;6307|33;6264|35.09;6159|37.2;6107|39.3;6036|41.4;6003|43.63;5953|45.99;5917|48.35;5974|50.7;6009|53.08;6026|55.69;6052|58.32;6081|60.94;6105|63.57;6066|66.33;6042|69.16;6065|71.98;5937|74.8;5806|77.65;5762|80.58;5692|83.53;5595|86.47;5489|89.39;5413|92.38;5394|95.37;5335|98.36;5276|101.35;5431|104.37;5485|107.35;5520|110.35;5600|113.35;5615|116.36;5604|119.21;5565|122.05;5499|124.89;5396|127.72;5240|130.37;5090|132.91;4969|135.45;4888|137.97;4717|140.42;4697|142.61;4804|144.78;4919|146.97;4984|149.16;5125|151.03;5305|152.81;5419|154.58;5491|156.36;5575|157.94;5626|159.24;5486|160.53;5296|161.82;5156|163.1;5004|163.9;4824|164.7;4678|165.5;4663|166.3;4628|166.8;4603|167.12;4721|167.44;5030|167.75;5736|167.96;7060|167.81;7884|167.66;8281|167.51;8368|167.43;8357|166.85;8445|166.28;8370|165.7;8199|165.12;8117|164.37;8022|163.39;7774|162.42;7526|161.44;7470|160.42;7644|159.11;7717|157.78;7845|156.48;8188|155.17;8436|153.66;8566|152.09;8784|150.52;9097|148.97;9287|147.36;9243|145.57;9088|143.78;8965|142;8704|140.2;8334|138.24;8225|136.21;8071|134.14;7808|132.03;7508|129.85;7620|127.54;7820|125.2;7913|122.83;8215|120.39;8646|117.84;8887|115.23;9035|112.58;9208|109.84;9579|107.05;9321|104.17;9408|101.22;9269|98.22;9043|95.19;8577|92.15;8254|89.12;8075|86.09;8106|83.07;7961|80.06;7983|77.11;8207|74.16;8512|71.19;8861|68.37;9332|65.54;9826|62.69;9971|59.89;9945|57.15;9803|54.4;9605|51.66;9323|49.09;9017|46.52;8654|43.97;8296|41.58;7725|39.27;7482|37;7518|34.81;7846|32.79;8033|30.81;8422|28.85;8720|27.03;9009|25.3;9330|23.6;9732|21.86;9993|20.36;9985|18.87;9462|17.39;8945|15.92;8359|14.68;7902|13.44;7622|12.2;7342|11.02;6903|10.03;6843|9.04;6588|8.06;6432|7.11;6380|6.35;6136|5.6;6029|4.85;6032|4.09;5835|3.56;5702|3.04;5588|2.51;5400|1.99;5244|1.61;5118|1.29;5045|0.98;5004|0.67;4935|0.42;4870|0.31;4812|0.21;4727|0.1;4471|0.05;4035|,1.226647;-4310.355|0.5353332;-4069.466|0.4552049;-3848.059|0.8579391;-3616.99|1.43654;-3318.33|1.903407;-2904.103|2.187191;-2372.442|2.515663;-1780.094|3.33669;-1222.941|5.121193;-794.1729|8.155941;-542.4728|12.43507;-452.4686|17.69875;-457.0477|23.58549;-473.4159|29.80751;-442.4081|36.25713;-350.3887|43.00017;-224.4827|50.17717;-107.5049|57.87782;-29.43686|66.0564;7.921231|74.52353;26.30413|83.00505;52.15663|91.22928;97.19141|98.99943;150.6914|106.2247;187.4328|112.9074;185.1866|119.1003;140.3663|124.8569;72.19907|130.1958;12.94983|135.0924;-10.3912|139.5018;6.750246|143.4027;39.19724|146.8368;38.11827|149.9144;-51.88649|152.7703;-271.4756|155.4773;-629.1255|157.9594;-1094.102|159.955;-1602.849|161.0695;-2077.26|160.9051;-2448.947|159.2163;-2680.84|156.0103;-2777.63|151.5377;-2780.441|146.1732;-2747.657|140.2485;-2730.203|133.9271;-2752.47|127.1869;-2807.438|119.9124;-2867.329|112.0372;-2903.08|103.6465;-2901.547|94.98185;-2871.289|86.34981;-2834.817|77.99597;-2813.172|70.02266;-2812.685|62.39544;-2821.724|55.0246;-2818.557|47.86263;-2784.827|40.95606;-2716.535|34.42792;-2627.127|28.41686;-2542.889|23.02486;-2495.091|18.30976;-2513.491|14.31685;-2622.454|11.10747;-2837.28|8.742619;-3157.988|7.216677;-3561.326|6.384109;-3996.465|5.943496;-4391.229|5.516343;-4671.348|4.797428;-4786.871|3.697874;-4732.818|2.391859;-4551.241|,160.6143,156.646,2.19
ET1063,0.05;7718|0.11;7283|0.22;7369|0.33;7469|0.4;7522|0.75;7565|1.09;7593|1.43;7561|1.78;7493|2.28;7427|2.86;7344|3.45;7271|4.03;7187|4.73;7132|5.57;7103|6.4;7048|7.23;7068|8.14;7133|9.24;7236|10.33;7321|11.42;7384|12.56;7429|13.92;7430|15.29;7396|16.66;7384|18.03;7358|19.68;7270|21.33;7101|22.98;6946|24.57;6815|26.49;6708|28.41;6719|30.33;6758|32.23;6756|34.31;6757|36.5;6857|38.68;7072|40.89;7219|43.19;7317|45.69;7444|48.2;7432|50.71;7347|53.25;7207|56.03;7049|58.8;6831|61.56;6537|64.26;6226|67.19;5959|70.08;5782|72.94;5766|75.8;5876|78.74;6114|81.72;6316|84.72;6602|87.74;6968|90.81;7342|93.95;7700|97.15;7954|100.38;8004|103.61;7673|106.8;7225|109.99;6950|113.15;6378|116.29;5723|119.21;5091|122.08;4478|124.91;3973|127.71;3832|130.36;4292|132.92;5236|135.52;5939|138.1;6711|140.66;7535|142.99;8218|145.33;8846|147.67;9512|149.97;10086|151.87;10498|153.77;11008|155.66;11738|157.52;12314|158.89;12633|160.27;13273|161.63;13868|163;14094|163.87;14464|164.71;14522|165.55;14663|166.53;15016|166.86;15525|167.19;16049|167.53;16454|167.86;16718|167.9;17139|167.74;17741|167.58;17941|167.43;18043|167.05;18065|166.44;17827|165.83;17591|165.22;17387|164.47;17258|163.44;17119|162.41;16982|161.38;16994|160.27;17100|158.88;17258|157.48;17477|156.09;17705|154.67;17887|152.99;18028|151.31;18178|149.63;18283|147.99;18321|146.07;18218|144.14;18065|142.23;17828|140.31;17624|138.23;17493|136.1;17423|133.96;17383|131.81;17346|129.57;17355|127.25;17484|124.95;17700|122.66;18056|120.33;18268|117.96;18413|115.6;18488|113.26;18540|110.91;18579|108.54;18579|106.16;18486|103.79;18261|101.4;17938|98.98;17650|96.55;17535|94.11;17482|91.66;17473|89.22;17489|86.77;17500|84.32;17614|81.89;17893|79.5;18293|77.16;18654|74.83;18849|72.53;18902|70.24;18856|68.04;18669|65.85;18631|63.65;18444|61.45;18092|59.31;17593|57.17;17128|55.01;16896|52.84;16843|50.74;17008|48.7;17543|46.64;17788|44.58;18034|42.59;18523|40.68;19165|38.77;19688|36.83;19954|34.89;19943|33.04;19446|31.16;18798|29.23;18357|27.35;17923|25.58;17351|23.8;16701|21.96;16050|20.39;15618|18.83;15085|17.26;14587|15.75;14180|14.44;13867|13.13;13444|11.84;12913|10.67;12389|9.63;12008|8.6;11710|7.58;11404|6.71;11126|5.93;10863|5.16;10666|4.4;10270|3.76;9916|3.22;9633|2.68;9529|2.14;9363|1.69;9192|1.36;9030|1.04;8873|0.72;8698|0.43;8495|0.32;8284|0.21;8058|0.1;7899|0.05;7718|,2.285975;-3888.229|1.075993;-3497.264|0.1018862;-3062.903|-0.4514925;-2601.691|-0.5761223;-2096.787|-0.4634182;-1496.899|-0.4156735;-734.9631|-0.6821104;237.6104|-1.290823;1414.15|-1.957328;2711.505|-2.125526;3979.398|-1.144304;5043.087|1.481454;5765.07|5.873491;6098.833|11.70446;6107.586|18.31621;5936.149|24.9902;5747.671|31.24461;5656.096|37.00952;5688.133|42.58846;5792.427|48.42988;5887.101|54.83878;5915.697|61.7937;5878.479|68.9713;5823.09|75.95422;5804.82|82.4855;5845.385|88.60484;5918.394|94.58012;5970.358|100.682;5961.347|106.9532;5895.959|113.1299;5822.243|118.7717;5798.617|123.5173;5851.387|127.2949;5952.267|130.3472;6031.543|133.051;6017.455|135.6554;5873.516|138.12;5606.427|140.1687;5238.17|141.5272;4762.7|142.1754;4121.674|142.4239;3223.85|142.7294;2004.232|143.3432;489.8509|144.0124;-1170.884|143.9459;-2741.022|142.1109;-3980.525|137.7215;-4742.739|130.6541;-5031.517|121.5545;-4989.05|111.5671;-4822.116|101.8326;-4707.089|93.02662;-4722.906|85.17675;-4842.149|77.82965;-4976.26|70.44014;-5042.302|62.74226;-5011.507|54.89775;-4916.103|47.36713;-4818.348|40.61596;-4766.933|34.85158;-4769.321|29.94484;-4794.386|25.56206;-4799.057|21.40255;-4758.794|17.3852;-4682.155|13.67487;-4602.06|10.54868;-4551.512|8.198344;-4539.934|6.594143;-4544.107|5.486949;-4517.762|4.537303;-4413.174|3.488831;-4202.541|,146.1379,138.8267,99.27
