selling_price,availability,color,category,average_rating,reviews_count
28,InStock,Pink,Clothing,4.1,9
36,InStock,White,Shoes,4.8,5
64,InStock,Green,Shoes,5,3
68,InStock,White,Shoes,3.8,69
56,InStock,Pink,Shoes,4.6,84
70,InStock,White,Shoes,4.6,21
49,InStock,White,Shoes,4.6,84
96,InStock,White,Shoes,4.5,50
56,InStock,Black,Shoes,4.6,84
64,InStock,White,Shoes,5,87
49,InStock,White,Shoes,4.6,84
126,InStock,White,Shoes,4,3
56,InStock,White,Shoes,4.6,84
128,InStock,Blue,Shoes,4.2,6
80,InStock,Black,Shoes,4.3,49
60,InStock,White,Shoes,4.6,57
60,InStock,Black,Shoes,4.6,57
52,InStock,Black,Clothing,4.8,30
52,InStock,Grey,Clothing,4.8,30
32,InStock,Grey,Clothing,4.6,10
21,InStock,Red,Clothing,4.8,233
72,InStock,Black,Clothing,4.8,26
72,InStock,Blue,Shoes,4.6,146
72,InStock,Orange,Shoes,4.6,146
56,InStock,Red,Clothing,4.8,39
20,InStock,Gold,Clothing,4.6,70
60,InStock,Black,Clothing,4.8,30
96,InStock,Grey,Shoes,4.3,48
20,InStock,Orange,Accessories,4.9,7
64,InStock,Yellow,Shoes,4.4,160
24,InStock,Grey,Clothing,4.8,157
20,InStock,White,Clothing,4.5,8
64,InStock,Pink,Shoes,4.4,160
18,InStock,Blue,Clothing,4.5,8
37,InStock,Pink,Clothing,4.9,9
56,InStock,Red,Clothing,4.6,52
180,InStock,Yellow,Shoes,4.2,562
180,InStock,Black,Shoes,4.2,562
64,InStock,Black,Shoes,4.7,51
180,InStock,White,Shoes,4.2,562
180,InStock,Blue,Shoes,4.2,562
180,InStock,Grey,Shoes,4.2,562
36,InStock,Black,Clothing,4.6,48
24,InStock,Red,Clothing,4.8,157
20,InStock,Blue,Clothing,4.6,70
60,InStock,Black,Clothing,4.7,38
180,InStock,White,Shoes,4.2,562
180,InStock,Black,Shoes,4.2,562
33,InStock,Pink,Clothing,4.7,133
52,InStock,Red,Clothing,4.7,249
32,InStock,Blue,Clothing,4.8,39
28,InStock,Yellow,Clothing,5,8
42,InStock,Orange,Clothing,4.9,72
48,InStock,Black,Clothing,4.8,4
24,InStock,Green,Clothing,4.5,44
80,InStock,Green,Clothing,4.8,60
64,InStock,Green,Clothing,4.7,99
40,InStock,White,Shoes,4.8,52
20,InStock,Red,Clothing,4.4,5
49,InStock,Blue,Clothing,4.8,32
24,InStock,White,Clothing,4.8,58
128,InStock,Pink,Clothing,5,4
24,InStock,Green,Clothing,4.6,45
68,InStock,Black,Clothing,4.7,3
128,InStock,Green,Clothing,5,4
80,InStock,Black,Clothing,4.8,60
46,InStock,White,Shoes,4.5,231
44,InStock,Black,Clothing,4.7,54
80,InStock,Blue,Shoes,4.3,13
20,InStock,Blue,Clothing,4.3,3
24,InStock,Grey,Clothing,4.8,58
80,InStock,White,Shoes,4.3,13
24,InStock,Black,Clothing,4.8,58
48,InStock,Black,Clothing,4.5,20
44,InStock,Grey,Clothing,4.7,54
17,InStock,Purple,Accessories,4.8,126
44,InStock,Black,Clothing,4.6,73
44,InStock,White,Clothing,4.6,73
21,InStock,Black,Accessories,4.7,25
14,InStock,Multicolor,Accessories,4.8,6
21,InStock,Grey,Clothing,4.4,9
36,InStock,Pink,Clothing,5,1
20,InStock,Grey,Accessories,5,51
21,InStock,Green,Accessories,4.8,4
28,InStock,Black,Clothing,4,1
20,InStock,Grey,Accessories,5,51
20,InStock,Pink,Accessories,5,51
70,InStock,Black,Accessories,4.7,3
20,InStock,Grey,Accessories,5,51
20,InStock,Black,Accessories,5,51
52,InStock,Green,Shoes,4.5,762
16,InStock,Multicolor,Accessories,4.7,34
36,InStock,Blue,Clothing,4.8,222
36,InStock,Red,Clothing,4.8,222
21,InStock,White,Clothing,4.7,102
32,InStock,White,Clothing,4.8,667
21,InStock,Grey,Clothing,4.7,102
13,InStock,Multicolor,Accessories,4.9,41
36,InStock,Burgundy,Clothing,4.8,222
52,InStock,Purple,Shoes,4.5,762
23,InStock,Multicolor,Accessories,5,2
52,InStock,White,Shoes,4.5,762
36,InStock,White,Clothing,4.8,222
15,InStock,Grey,Accessories,5,5
36,InStock,Grey,Clothing,4.8,222
40,InStock,Black,Clothing,4.8,4
23,InStock,Multicolor,Accessories,5,2
40,InStock,Purple,Accessories,4.9,76
80,InStock,Pink,Shoes,4.4,281
20,InStock,Grey,Clothing,4.5,29
112,InStock,Black,Accessories,5,2
28,InStock,Black,Clothing,4.6,15
20,InStock,Blue,Clothing,4.5,25
56,InStock,White,Clothing,4.9,17
60,InStock,Multi,Clothing,5,1
48,InStock,Black,Clothing,4.7,28
68,InStock,White,Clothing,4.7,15
41,InStock,Black,Accessories,5,9
48,InStock,Grey,Clothing,4.8,5
20,InStock,White,Clothing,4.5,25
25,InStock,White,Clothing,4.7,41
80,InStock,Black,Clothing,4.9,12
20,InStock,Green,Clothing,4.9,41
20,InStock,Green,Clothing,4.5,25
40,InStock,Blue,Clothing,4.9,25
36,InStock,Blue,Clothing,4.6,64
24,InStock,White,Clothing,4.9,7
45,InStock,Burgundy,Clothing,4.9,26
23,InStock,Blue,Accessories,4.5,2
63,InStock,Black,Accessories,4.7,7
20,InStock,White,Clothing,4.5,4
42,InStock,Black,Clothing,5,2
32,InStock,Black,Clothing,4.8,13
20,InStock,Black,Clothing,4.7,98
32,InStock,White,Clothing,4.8,13
32,InStock,Green,Clothing,4.8,13
28,InStock,Black,Clothing,5,5
28,InStock,Yellow,Clothing,4.8,23
32,InStock,White,Clothing,5,8
84,InStock,Blue,Shoes,4.3,151
49,InStock,White,Shoes,4.8,43
12,InStock,White,Accessories,5,9
44,InStock,Blue,Shoes,4.7,177
48,InStock,Grey,Shoes,4.7,177
42,InStock,Pink,Shoes,4.7,68
84,InStock,Grey,Shoes,4.3,151
52,InStock,White,Shoes,4.4,454
72,InStock,White,Shoes,4.3,151
70,InStock,White,Shoes,4.7,135
35,InStock,Black,Shoes,4.7,190
40,InStock,Pink,Shoes,4.7,190
70,InStock,Black,Shoes,4.7,135
