Asset,Time,WaveCal,Wave_E,Wave_N,Surge,Sway,Heave,Roll,Pitch,Yaw,Tendon Tension
Tendon 2,990.931,0.8439,0.4208,0.6509,14.7621,14.843,-0.4582,0.0254,-0.0284,0.225,647.964
Tendon 2,990.995,0.7562,0.392,0.576,14.7705,14.8503,-0.457,0.0254,-0.029,0.2262,660.264
Tendon 2,991.058,0.6688,0.4607,0.4468,14.7788,14.8586,-0.4557,0.0248,-0.0291,0.2273,672.468
Tendon 2,991.121,0.5778,0.4754,0.4111,14.7872,14.8668,-0.4541,0.0237,-0.0288,0.2285,684.295
Tendon 2,991.184,0.4868,0.3951,0.2654,14.7955,14.8751,-0.4524,0.0221,-0.028,0.2298,695.743
Tendon 2,991.248,0.396,0.5206,0.1924,14.8039,14.8824,-0.4508,0.0201,-0.0268,0.2311,705.866
Tendon 2,991.311,0.3053,0.4089,0.06,14.8122,14.8897,-0.4491,0.0178,-0.0252,0.2324,715.232
Tendon 2,991.374,0.2145,0.4739,-0.0521,14.8197,14.898,-0.4475,0.0153,-0.0234,0.2339,722.801
Tendon 2,991.437,0.1266,0.4629,-0.1883,14.828,14.9053,-0.4458,0.0127,-0.0213,0.2354,729.14
Tendon 2,991.501,0.0389,0.412,-0.2904,14.8354,14.9117,-0.4446,0.01,-0.019,0.2369,733.871
Tendon 2,991.564,-0.0462,0.4544,-0.4436,14.8438,14.9199,-0.4433,0.0074,-0.0165,0.2385,736.33
Tendon 2,991.627,-0.1284,0.4434,-0.516,14.8512,14.9264,-0.4421,0.0049,-0.0139,0.2403,737.182
Tendon 2,991.69,-0.2106,0.3364,-0.6642,14.8587,14.9328,-0.4412,0.0027,-0.0112,0.2421,735.479
Tendon 2,991.753,-0.2849,0.4707,-0.7536,14.8661,14.9392,-0.4409,8.00E-04,-0.0085,0.244,732.168
Tendon 2,991.817,-0.3589,0.3254,-0.8882,14.8735,14.9456,-0.4404,-8.00E-04,-0.0059,0.2458,727.059
Tendon 2,991.88,-0.4283,0.37,-0.9849,14.88,14.952,-0.4404,-0.0019,-0.0033,0.2479,719.49
Tendon 2,991.943,-0.4925,0.349,-1.086,14.8865,14.9575,-0.4409,-0.0026,-9.00E-04,0.2499,710.123
Tendon 2,992.006,-0.5564,0.3107,-1.1461,14.8939,14.963,-0.4412,-0.0028,0.0013,0.2521,699.527
Tendon 2,992.07,-0.609,0.2881,-1.2813,14.8995,14.9685,-0.4425,-0.0026,0.0032,0.2544,686.849
Tendon 2,992.133,-0.6616,0.2903,-1.3025,14.9051,14.974,-0.4437,-0.0019,0.0046,0.2566,673.32
Tendon 2,992.196,-0.7083,0.1795,-1.3989,14.9116,14.9786,-0.4454,-7.00E-04,0.0055,0.259,658.561
Tendon 2,992.259,-0.7485,0.2614,-1.4551,14.9162,14.9832,-0.4475,9.00E-04,0.0058,0.2615,642.855
Tendon 2,992.323,-0.7887,0.1255,-1.4993,14.9218,14.9877,-0.4499,0.0028,0.0055,0.2639,626.393
Tendon 2,992.386,-0.8163,0.1726,-1.5243,14.9274,14.9923,-0.4529,0.005,0.0046,0.2664,610.31
Tendon 2,992.449,-0.8436,0.0992,-1.5872,14.932,14.9978,-0.4557,0.0075,0.0029,0.2688,593.847
Tendon 2,992.512,-0.8642,0.0163,-1.561,14.9367,15.0015,-0.4591,0.0102,6.00E-04,0.2712,578.142
Tendon 2,992.576,-0.8782,-0.0116,-1.6115,14.9413,15.0051,-0.4624,0.013,-0.0024,0.2734,562.91
Tendon 2,992.639,-0.8923,-0.0468,-1.5306,14.9459,15.0097,-0.4657,0.0159,-0.0059,0.2756,549.381
Tendon 2,992.702,-0.8936,-0.2093,-1.5249,14.9497,15.0134,-0.4694,0.0187,-0.0099,0.2777,536.703
Tendon 2,992.765,-0.8947,-0.1795,-1.4681,14.9534,15.0171,-0.4727,0.0215,-0.0142,0.2796,525.728
Tendon 2,992.829,-0.8895,-0.3122,-1.4159,14.9571,15.0207,-0.476,0.024,-0.0188,0.2813,516.835
Tendon 2,992.892,-0.8782,-0.3348,-1.3275,14.9608,15.0244,-0.4793,0.0263,-0.0234,0.2828,509.644
Tendon 2,992.955,-0.8663,-0.4488,-1.3164,14.9645,15.0271,-0.4822,0.0283,-0.0278,0.2842,505.008
Tendon 2,993.018,-0.8428,-0.5416,-1.1903,14.9673,15.0308,-0.4851,0.03,-0.032,0.2854,502.832
Tendon 2,993.082,-0.8191,-0.6082,-1.1622,14.9701,15.0336,-0.4872,0.0312,-0.0357,0.2864,503.305
Tendon 2,993.145,-0.79,-0.6713,-0.9979,14.9719,15.0354,-0.4893,0.0319,-0.0388,0.2874,505.86
Tendon 2,993.208,-0.7552,-0.8417,-0.9732,14.9747,15.0381,-0.4905,0.0321,-0.0413,0.2883,510.874
Tendon 2,993.271,-0.7204,-0.8081,-0.8611,14.9757,15.04,-0.4918,0.0318,-0.0429,0.2891,518.538
Tendon 2,993.335,-0.676,-0.9352,-0.759,14.9775,15.0418,-0.4922,0.031,-0.0438,0.2898,527.809
Tendon 2,993.398,-0.6319,-0.9986,-0.6275,14.9794,15.0427,-0.4922,0.0296,-0.0439,0.2906,539.636
Tendon 2,993.461,-0.5837,-1.0353,-0.5846,14.9794,15.0436,-0.4918,0.0277,-0.0432,0.2913,552.786
Tendon 2,993.524,-0.5316,-1.0811,-0.4086,14.9803,15.0436,-0.4909,0.0254,-0.0419,0.292,567.546
Tendon 2,993.588,-0.4796,-1.1655,-0.3441,14.9803,15.0455,-0.4893,0.0226,-0.0399,0.2927,583.629
Tendon 2,993.651,-0.4223,-1.1523,-0.2218,14.9794,15.0436,-0.4876,0.0194,-0.0374,0.2934,600.565
Tendon 2,993.714,-0.3648,-1.2678,-0.1112,14.9794,15.0436,-0.4855,0.0159,-0.0345,0.294,617.5
Tendon 2,993.777,-0.3063,-1.2132,-0.0256,14.9784,15.0427,-0.4835,0.0122,-0.0314,0.2944,634.814
Tendon 2,993.841,-0.2465,-1.2888,0.0389,14.9775,15.0409,-0.481,0.0083,-0.0281,0.2948,651.37
Tendon 2,993.904,-0.1867,-1.3397,0.1766,14.9757,15.039,-0.4781,0.0045,-0.0247,0.295,667.454
Tendon 2,993.967,-0.1279,-1.292,0.2063,14.9729,15.0372,-0.4752,8.00E-04,-0.0214,0.295,682.686
Tendon 2,994.03,-0.0691,-1.3215,0.3084,14.971,15.0345,-0.4727,-0.0028,-0.018,0.2947,696.216
Tendon 2,994.094,-0.0126,-1.4075,0.3564,14.9682,15.0317,-0.4698,-0.006,-0.0147,0.2943,708.042
Tendon 2,994.157,0.042,-1.3067,0.4648,14.9645,15.0281,-0.4669,-0.0088,-0.0114,0.2937,717.787
Tendon 2,994.22,0.0964,-1.3764,0.4882,14.9599,15.0244,-0.464,-0.011,-0.008,0.2928,725.829
Tendon 2,994.283,0.1428,-1.3287,0.541,14.9543,15.0207,-0.4615,-0.0127,-0.0047,0.2919,730.843
Tendon 2,994.347,0.1898,-1.3067,0.5776,14.9487,15.0152,-0.4591,-0.0136,-0.0013,0.2907,733.871
Tendon 2,994.41,0.2308,-1.2757,0.71,14.9422,15.0097,-0.4566,-0.0139,0.0024,0.2895,734.249
Tendon 2,994.473,0.2663,-1.2374,0.6967,14.9348,15.0042,-0.4545,-0.0135,0.0061,0.2884,731.694
Tendon 2,994.536,0.3019,-1.1944,0.7846,14.9274,14.9978,-0.4524,-0.0124,0.0099,0.2873,727.059
Tendon 2,994.6,0.3243,-1.2421,0.8175,14.9181,14.9905,-0.4504,-0.0107,0.0138,0.2863,719.868
Tendon 2,994.663,0.3468,-1.1046,0.8617,14.9088,14.9832,-0.4487,-0.0084,0.0178,0.2856,710.123
Tendon 2,994.726,0.3615,-1.1373,0.8686,14.8977,14.9749,-0.4475,-0.0057,0.0217,0.2851,698.297
Tendon 2,994.789,0.3687,-1.0626,0.9078,14.8865,14.9658,-0.4462,-0.0027,0.0254,0.2849,684.768
Tendon 2,994.853,0.3762,-1.0102,0.8446,14.8744,14.9566,-0.445,6.00E-04,0.0288,0.285,669.062
Tendon 2,994.916,0.3677,-0.9393,0.8696,14.8605,14.9465,-0.4442,0.0039,0.0317,0.2854,652.6
Tendon 2,994.979,0.3594,-0.9157,0.7637,14.8475,14.9355,-0.4437,0.0071,0.0338,0.286,634.814
Tendon 2,995.042,0.3434,-0.8056,0.734,14.8327,14.9245,-0.4433,0.01,0.0352,0.2869,616.27
Tendon 2,995.106,0.32,-0.8275,0.6765,14.8178,14.9117,-0.4433,0.0125,0.0355,0.2879,597.632
Tendon 2,995.169,0.2962,-0.6691,0.6538,14.802,14.8998,-0.4437,0.0145,0.0348,0.2891,578.994
Tendon 2,995.232,0.2589,-0.6722,0.5479,14.7862,14.886,-0.4446,0.016,0.033,0.2903,560.828
Tendon 2,995.295,0.2215,-0.6135,0.5792,14.7705,14.8723,-0.4454,0.0168,0.03,0.2913,543.893
Tendon 2,995.358,0.1782,-0.5263,0.4553,14.7537,14.8576,-0.4462,0.0169,0.0259,0.2922,527.809
Tendon 2,995.422,0.1289,-0.4739,0.4553,14.737,14.8439,-0.4479,0.0164,0.0209,0.293,513.807
Tendon 2,995.485,0.0797,-0.434,0.3659,14.7194,14.8283,-0.4491,0.0153,0.0152,0.2935,501.602
Tendon 2,995.548,0.0211,-0.2614,0.3245,14.7017,14.8128,-0.4512,0.0137,0.0088,0.2937,491.479
Tendon 2,995.611,-0.0371,-0.284,0.2484,14.685,14.7981,-0.4529,0.0116,0.0021,0.2937,484.289
Tendon 2,995.675,-0.0985,-0.128,0.2,14.6674,14.7816,-0.4549,0.0091,-0.0046,0.2934,479.18
Tendon 2,995.738,-0.1635,-0.1211,0.0818,14.6488,14.766,-0.4566,0.0065,-0.0111,0.293,477.477
Tendon 2,995.801,-0.2284,-0.0273,0.0717,14.6302,14.7495,-0.4582,0.0038,-0.0172,0.2924,478.707
Tendon 2,995.864,-0.2968,0.0646,-0.0717,14.6117,14.7321,-0.4603,0.0012,-0.0225,0.2916,482.964
Tendon 2,995.928,-0.3653,0.1422,-0.1314,14.5931,14.7166,-0.4615,-0.0013,-0.0269,0.291,490.155
Tendon 2,995.991,-0.4339,0.1039,-0.2446,14.5745,14.6991,-0.4628,-0.0035,-0.0303,0.2904,500.278
Tendon 2,996.054,-0.5033,0.3028,-0.3261,14.555,14.6827,-0.464,-0.0054,-0.0326,0.29,513.05
Tendon 2,996.117,-0.5729,0.2755,-0.4718,14.5355,14.6662,-0.4644,-0.0069,-0.0337,0.2898,528.282
Tendon 2,996.181,-0.6415,0.3973,-0.5669,14.516,14.6488,-0.4649,-0.008,-0.0338,0.2898,545.596
Tendon 2,996.244,-0.7101,0.4801,-0.6686,14.4965,14.6313,-0.4649,-0.0086,-0.0328,0.2903,564.613
Tendon 2,996.307,-0.7774,0.5354,-0.7302,14.477,14.6149,-0.464,-0.0089,-0.031,0.291,584.954
Tendon 2,996.37,-0.8431,0.633,-0.8914,14.4575,14.5965,-0.4632,-0.0089,-0.0285,0.292,606.525
Tendon 2,996.434,-0.9091,0.7205,-0.9669,14.4371,14.5791,-0.4615,-0.0085,-0.0254,0.2933,628.475
Tendon 2,996.497,-0.971,0.794,-1.0743,14.4185,14.5617,-0.4595,-0.008,-0.0221,0.2949,650.897
Tendon 2,996.56,-1.0329,1.0642,-1.1546,14.399,14.5443,-0.457,-0.0072,-0.0185,0.2965,672.942
Tendon 2,996.623,-1.0927,1.0265,-1.2867,14.3786,14.526,-0.4537,-0.0064,-0.015,0.2983,694.04
Tendon 2,996.687,-1.1497,1.1467,-1.3249,14.3591,14.5077,-0.4504,-0.0055,-0.0116,0.3001,714.381
Tendon 2,996.75,-1.2069,1.1734,-1.4627,14.3405,14.4903,-0.4462,-0.0046,-0.0085,0.3019,733.019
Tendon 2,996.813,-1.2585,1.2302,-1.5227,14.321,14.471,-0.4421,-0.0038,-0.0056,0.3035,749.481
Tendon 2,996.876,-1.3098,1.2879,-1.676,14.3015,14.4527,-0.4375,-0.003,-0.0031,0.305,764.24
Tendon 2,996.94,-1.358,1.3519,-1.6839,14.282,14.4353,-0.4326,-0.0022,-8.00E-04,0.3062,776.54
Tendon 2,997.003,-1.4031,1.2637,-1.7774,14.2635,14.417,-0.4276,-0.0014,0.0013,0.3073,786.285
Tendon 2,997.066,-1.448,1.4128,-1.828,14.244,14.3977,-0.4222,-6.00E-04,0.0032,0.3082,793.475
Tendon 2,997.129,-1.4853,1.3482,-1.919,14.2254,14.3794,-0.4168,2.00E-04,0.0048,0.309,797.732
Tendon 2,997.193,-1.5227,1.3372,-1.9206,14.2059,14.362,-0.4119,0.001,0.0064,0.3098,799.435
Tendon 2,997.256,-1.5557,1.3519,-2.0242,14.1864,14.3437,-0.4065,0.002,0.0078,0.3106,798.111
Tendon 2,997.319,-1.5846,1.3155,-2.0242,14.1669,14.3253,-0.4015,0.003,0.0091,0.3114,794.705
Tendon 2,997.382,-1.6135,1.2459,-2.0763,14.1474,14.3079,-0.3966,0.004,0.0104,0.3123,788.366
Tendon 2,997.446,-1.632,1.2411,-2.1067,14.1288,14.2896,-0.392,0.0052,0.0113,0.3134,780.324
Tendon 2,997.509,-1.6509,1.1539,-2.1316,14.1103,14.2713,-0.3883,0.0064,0.012,0.3149,770.201
Tendon 2,997.572,-1.664,1.1586,-2.1206,14.0908,14.2539,-0.3846,0.0076,0.0123,0.3167,757.901
Tendon 2,997.635,-1.6712,1.0921,-2.1563,14.0722,14.2365,-0.3812,0.0088,0.0121,0.3188,744.372
Tendon 2,997.699,-1.6785,1.0381,-2.0887,14.0545,14.2182,-0.3788,0.0099,0.0113,0.3213,729.992
Tendon 2,997.762,-1.6733,0.9913,-2.119,14.036,14.1998,-0.3771,0.0109,0.0098,0.3241,714.759
Tendon 2,997.825,-1.6679,0.9961,-2.0514,14.0183,14.1833,-0.3759,0.0118,0.0075,0.3274,699.149
Tendon 2,997.888,-1.6555,0.8617,-2.0078,14.0025,14.165,-0.375,0.0124,0.0045,0.3308,683.065
Tendon 2,997.952,-1.6364,0.8953,-1.9594,13.9858,14.1476,-0.375,0.0129,7.00E-04,0.3345,667.832
Tendon 2,998.015,-1.6174,0.8002,-1.9158,13.97,14.1311,-0.3754,0.0131,-0.0039,0.3384,652.6
Tendon 2,998.078,-1.5838,0.7095,-1.828,13.9552,14.1146,-0.3767,0.0131,-0.0089,0.3423,638.693
Tendon 2,998.141,-1.5503,0.7111,-1.8115,13.9403,14.0972,-0.3783,0.0128,-0.0143,0.3462,625.92
Tendon 2,998.205,-1.5096,0.6581,-1.6839,13.9273,14.0816,-0.3804,0.0124,-0.0199,0.35,614.567
Tendon 2,998.268,-1.4616,0.5128,-1.6482,13.9134,14.0652,-0.3825,0.0118,-0.0254,0.3536,604.822
Tendon 2,998.331,-1.4134,0.5636,-1.5398,13.9013,14.0496,-0.3849,0.011,-0.0305,0.357,597.159
Tendon 2,998.394,-1.3513,0.4513,-1.4627,13.8893,14.034,-0.3879,0.0102,-0.035,0.3602,591.671
Tendon 2,998.458,-1.2889,0.4114,-1.3594,13.8772,14.0184,-0.3903,0.0092,-0.0387,0.363,588.265
Tendon 2,998.521,-1.22,0.349,-1.2838,13.866,14.0047,-0.3932,0.0083,-0.0414,0.3655,587.035
Tendon 2,998.584,-1.1442,0.2482,-1.1647,13.8549,13.99,-0.3957,0.0073,-0.0429,0.3677,587.887
Tendon 2,998.647,-1.069,0.2172,-1.0665,13.8438,13.9763,-0.3982,0.0063,-0.0432,0.3696,591.293
Tendon 2,998.711,-0.9816,0.1742,-0.9107,13.8335,13.9625,-0.4003,0.0053,-0.0421,0.3711,596.307
Tendon 2,998.774,-0.8944,0.0147,-0.7988,13.8224,13.9497,-0.4019,0.0044,-0.0398,0.3725,603.971
Tendon 2,998.837,-0.8021,0.0282,-0.6414,13.8122,13.936,-0.4032,0.0033,-0.0363,0.3735,612.864
Tendon 2,998.9,-0.7049,-0.0734,-0.535,13.802,13.9231,-0.404,0.0023,-0.0318,0.3743,623.46
Tendon 2,998.963,-0.608,-0.1302,-0.3542,13.7908,13.9103,-0.4044,0.0011,-0.0266,0.3749,635.287
Tendon 2,999.027,-0.503,-0.1632,-0.2638,13.7806,13.8984,-0.404,-1.00E-04,-0.0208,0.3753,647.964
Tendon 2,999.09,-0.3981,-0.2052,-0.0521,13.7713,13.8856,-0.4036,-0.0014,-0.0146,0.3756,661.494
Tendon 2,999.153,-0.2903,-0.3085,0.0373,13.7611,13.8737,-0.4023,-0.0027,-0.0085,0.3758,675.496
Tendon 2,999.216,-0.18,-0.2592,0.1984,13.7509,13.8608,-0.4011,-0.0041,-0.0025,0.3759,689.404
Tendon 2,999.28,-0.0696,-0.3967,0.3479,13.7416,13.8489,-0.399,-0.0055,0.0032,0.3758,702.933
Tendon 2,999.343,0.0436,-0.3756,0.4686,13.7323,13.8361,-0.3969,-0.0068,0.0082,0.3756,716.084
Tendon 2,999.406,0.1568,-0.434,0.6165,13.723,13.8242,-0.3941,-0.0079,0.0125,0.3754,727.91
Tendon 2,999.469,0.2705,-0.5043,0.942,13.7138,13.8123,-0.3912,-0.0089,0.016,0.3752,738.506
Tendon 2,999.533,0.3842,-0.509,1.0835,13.7054,13.8004,-0.3879,-0.0096,0.0187,0.3748,747.778
Tendon 2,999.596,0.4979,-0.563,1.3132,13.697,13.7885,-0.3846,-0.0099,0.0206,0.3744,755.442
Tendon 2,999.659,0.6098,-0.6822,1.4605,13.6887,13.7766,-0.3812,-0.0099,0.0217,0.374,761.307
Tendon 2,999.722,0.7214,-0.6323,1.6387,13.6803,13.7656,-0.3779,-0.0093,0.0221,0.3735,764.713
Tendon 2,999.786,0.8315,-0.7626,1.7866,13.6729,13.7546,-0.3742,-0.0083,0.0218,0.3729,766.416
Tendon 2,999.849,0.939,-0.8071,1.9345,13.6645,13.7445,-0.3709,-0.0068,0.0209,0.3723,765.943
Tendon 2,999.912,1.0463,-0.8065,2.0403,13.6571,13.7335,-0.3672,-0.0049,0.0196,0.3717,763.483
Tendon 2,999.975,1.1468,-0.8674,2.2887,13.6497,13.7234,-0.3643,-0.0025,0.0178,0.371,758.375
Tendon 2,1000.039,1.2474,-0.9393,2.3813,13.6423,13.7133,-0.3609,1.00E-04,0.0157,0.3703,751.563
Tendon 2,1000.102,1.3435,-0.8938,2.5408,13.6348,13.7042,-0.3585,0.003,0.0132,0.3695,743.142
Tendon 2,1000.165,1.4351,-1.018,2.6179,13.6283,13.695,-0.356,0.006,0.0104,0.3686,733.019
Tendon 2,1000.228,1.5266,-0.9804,2.6903,13.6209,13.6859,-0.3539,0.0089,0.0073,0.3677,721.098
Tendon 2,1000.292,1.6065,-0.9945,2.7279,13.6144,13.6776,-0.3523,0.0117,0.0039,0.3666,708.042
Tendon 2,1000.355,1.6865,-1.0296,2.8041,13.6088,13.6694,-0.351,0.0142,1.00E-04,0.3654,694.04
Tendon 2,1000.418,1.7597,-1.0023,2.7901,13.6023,13.6611,-0.3502,0.0163,-0.004,0.364,678.807
Tendon 2,1000.481,1.8259,-0.9173,2.8695,13.5977,13.6538,-0.3498,0.0181,-0.0084,0.3625,663.575
Tendon 2,1000.545,1.8922,-1.0321,2.8556,13.5921,13.6465,-0.3502,0.0194,-0.013,0.3609,647.964
Tendon 2,1000.608,1.9432,-0.9094,2.896,13.5875,13.6391,-0.351,0.0202,-0.0179,0.3591,632.259
Tendon 2,1000.671,1.994,-0.954,2.9014,13.5838,13.6327,-0.3519,0.0205,-0.0228,0.3572,617.027
Tendon 2,1000.734,2.0366,-0.9634,2.9286,13.581,13.6272,-0.3539,0.0205,-0.0277,0.3551,602.268
Tendon 2,1000.798,2.0711,-0.8759,2.8944,13.5791,13.6217,-0.356,0.0201,-0.0325,0.3529,588.265
Tendon 2,1000.861,2.1054,-0.8922,2.92,13.5763,13.6162,-0.3585,0.0195,-0.0371,0.3508,575.588
Tendon 2,1000.924,2.1224,-0.9578,2.8647,13.5754,13.6107,-0.3618,0.0187,-0.0412,0.3486,564.234
Tendon 2,1000.987,2.1395,-0.8096,2.896,13.5745,13.6071,-0.3651,0.0179,-0.0448,0.3464,554.016
Tendon 2,1001.051,2.1477,-0.8696,2.8369,13.5745,13.6034,-0.3688,0.0171,-0.0477,0.3442,545.596
Tendon 2,1001.114,2.1474,-0.8401,2.8306,13.5754,13.5997,-0.3726,0.0163,-0.0499,0.3422,538.406
Tendon 2,1001.177,2.1472,-0.7409,2.7908,13.5754,13.5979,-0.3767,0.0157,-0.0514,0.3403,533.297
Tendon 2,1001.24,2.1309,-0.7199,2.7917,13.5782,13.5961,-0.3808,0.0152,-0.052,0.3386,530.364
Tendon 2,1001.304,2.1144,-0.7378,2.7424,13.5801,13.5942,-0.3849,0.0148,-0.0518,0.3371,529.039
Tendon 2,1001.367,2.0907,-0.595,2.7184,13.5828,13.5933,-0.3891,0.0145,-0.0509,0.3357,529.512
Tendon 2,1001.43,2.06,-0.6471,2.6445,13.5865,13.5933,-0.3928,0.0142,-0.0494,0.3346,531.594
Tendon 2,1001.493,2.0291,-0.5856,2.6141,13.5903,13.5942,-0.3966,0.0139,-0.0474,0.3337,535.851
Tendon 2,1001.557,1.9858,-0.5096,2.5206,13.594,13.5952,-0.4003,0.0134,-0.045,0.333,541.339
Tendon 2,1001.62,1.9427,-0.5021,2.4669,13.5996,13.5961,-0.4032,0.0128,-0.0423,0.3324,548.529
Tendon 2,1001.683,1.8953,-0.5074,2.3487,13.6051,13.5979,-0.4056,0.0118,-0.0395,0.3318,557.044
Tendon 2,1001.746,1.843,-0.3935,2.2934,13.6107,13.6007,-0.4081,0.0106,-0.0367,0.3314,566.694
Tendon 2,1001.81,1.7909,-0.4224,2.144,13.6172,13.6034,-0.4098,0.009,-0.0339,0.3311,576.912
Tendon 2,1001.873,1.7329,-0.3474,2.0972,13.6246,13.6071,-0.411,0.0072,-0.0313,0.3309,587.887
Tendon 2,1001.936,1.6746,-0.2749,1.9525,13.632,13.6107,-0.4115,0.0051,-0.0288,0.3307,599.335
Tendon 2,1001.999,1.6148,-0.2366,1.8722,13.6404,13.6162,-0.4115,0.0028,-0.0265,0.3306,611.161
Tendon 2,1002.063,1.5534,-0.1968,1.7727,13.6497,13.6208,-0.411,4.00E-04,-0.0242,0.3305,622.609
Tendon 2,1002.126,1.492,-0.0587,1.6637,13.658,13.6263,-0.4102,-0.0019,-0.0221,0.3305,633.584
Tendon 2,1002.189,1.4304,-0.0923,1.5392,13.6683,13.6318,-0.4086,-0.004,-0.0199,0.3306,644.558
Tendon 2,1002.252,1.3688,0.0047,1.4813,13.6785,13.6382,-0.4069,-0.0058,-0.0177,0.3308,654.303
Tendon 2,1002.316,1.3077,0.0781,1.3344,13.6887,13.6465,-0.4044,-0.0071,-0.0154,0.3312,663.197
Tendon 2,1002.379,1.2474,0.118,1.2254,13.6989,13.6538,-0.4019,-0.0078,-0.013,0.3318,671.239
Tendon 2,1002.442,1.187,0.1491,1.1398,13.71,13.662,-0.399,-0.0079,-0.0105,0.3327,677.956
Tendon 2,1002.505,1.1298,0.2445,1.0472,13.7212,13.6712,-0.3961,-0.0073,-0.008,0.3338,683.443
Tendon 2,1002.568,1.0723,0.2131,0.9382,13.7333,13.6813,-0.3932,-0.0061,-0.0055,0.3351,687.701
Tendon 2,1002.632,1.0166,0.3443,0.8626,13.7453,13.6923,-0.3899,-0.0041,-0.0032,0.3367,690.634
Tendon 2,1002.695,0.9625,0.3232,0.7201,13.7574,13.7023,-0.387,-0.0016,-0.0013,0.3385,691.958
Tendon 2,1002.758,0.9081,0.3122,0.6797,13.7704,13.7143,-0.3841,0.0014,3.00E-04,0.3404,692.337
Tendon 2,1002.821,0.857,0.3747,0.5324,13.7834,13.7262,-0.3816,0.0046,0.0013,0.3427,691.107
Tendon 2,1002.885,0.806,0.434,0.4781,13.7983,13.739,-0.3796,0.008,0.0015,0.345,688.552
Tendon 2,1002.948,0.7562,0.3599,0.3729,13.8131,13.7518,-0.3775,0.0114,9.00E-04,0.3475,685.146
Tendon 2,1003.011,0.7072,0.4654,0.2967,13.828,13.7656,-0.3763,0.0146,-6.00E-04,0.3499,680.983
Tendon 2,1003.074,0.6585,0.4597,0.1548,13.8438,13.7793,-0.3754,0.0175,-0.0029,0.3524,675.496
Tendon 2,1003.138,0.6111,0.455,0.1526,13.8605,13.793,-0.375,0.0199,-0.0061,0.3548,669.535
Tendon 2,1003.201,0.5639,0.5479,0.0452,13.8772,13.8077,-0.375,0.0217,-0.0099,0.3572,662.724
Tendon 2,1003.264,0.5164,0.5721,0.0303,13.8948,13.8224,-0.3759,0.023,-0.0142,0.3594,655.533
Tendon 2,1003.327,0.4692,0.5385,-0.0468,13.9134,13.8361,-0.3771,0.0236,-0.0188,0.3615,647.964
Tendon 2,1003.391,0.4221,0.7011,-0.0878,13.932,13.8517,-0.3788,0.0235,-0.0234,0.3633,639.923
Tendon 2,1003.454,0.3744,0.6596,-0.1479,13.9505,13.8654,-0.3812,0.0229,-0.0278,0.3651,632.259
Tendon 2,1003.517,0.3264,0.6932,-0.1728,13.9691,13.881,-0.3837,0.0218,-0.0317,0.3667,624.217
Tendon 2,1003.58,0.2785,0.815,-0.2288,13.9877,13.8947,-0.387,0.0202,-0.0348,0.3681,616.27
Tendon 2,1003.644,0.2297,0.8118,-0.2228,14.0072,13.9094,-0.3903,0.0183,-0.0369,0.3695,608.607
Tendon 2,1003.707,0.1813,0.8385,-0.2967,14.0258,13.925,-0.3936,0.0161,-0.0379,0.3707,601.416
Tendon 2,1003.77,0.132,0.9829,-0.292,14.0443,13.9387,-0.3978,0.0139,-0.0377,0.372,594.699
Tendon 2,1003.833,0.0825,0.9157,-0.3394,14.062,13.9534,-0.4015,0.0116,-0.0363,0.3732,587.887
Tendon 2,1003.897,0.033,1.0412,-0.3621,14.0796,13.968,-0.4056,0.0093,-0.0337,0.3744,582.4
Tendon 2,1003.96,-0.0168,1.0789,-0.4196,14.0963,13.9818,-0.4094,0.0071,-0.0302,0.3756,576.912
Tendon 2,1004.023,-0.0665,1.093,-0.425,14.1121,13.9955,-0.4135,0.005,-0.0258,0.3768,572.655
Tendon 2,1004.086,-0.115,1.2186,-0.4702,14.1288,14.0102,-0.4172,0.003,-0.021,0.378,568.87
Tendon 2,1004.15,-0.1637,1.2967,-0.4974,14.1437,14.0239,-0.421,0.0011,-0.0159,0.3793,566.316
Tendon 2,1004.213,-0.2114,1.2942,-0.5356,14.1576,14.0358,-0.4247,-7.00E-04,-0.011,0.3805,564.613
Tendon 2,1004.276,-0.2581,1.4442,-0.541,14.1715,14.0496,-0.428,-0.0024,-0.0064,0.3817,563.761
Tendon 2,1004.339,-0.3045,1.4279,-0.5808,14.1845,14.0615,-0.4309,-0.004,-0.0025,0.3829,563.761
Tendon 2,1004.403,-0.3476,1.4159,-0.6174,14.1985,14.0725,-0.4342,-0.0055,6.00E-04,0.3839,565.086
Tendon 2,1004.466,-0.3904,1.5239,-0.6579,14.2105,14.0844,-0.4367,-0.0071,0.0026,0.385,567.167
Tendon 2,1004.529,-0.4311,1.512,-0.6696,14.2217,14.0945,-0.4392,-0.0085,0.0036,0.386,570.1
Tendon 2,1004.592,-0.469,1.474,-0.7287,14.2337,14.1055,-0.4412,-0.01,0.0036,0.387,574.358
Tendon 2,1004.656,-0.5071,1.6278,-0.7208,14.244,14.1137,-0.4433,-0.0114,0.0025,0.3878,578.994
Tendon 2,1004.719,-0.5396,1.5302,-0.7644,14.2551,14.1229,-0.4446,-0.0127,6.00E-04,0.3886,584.481
Tendon 2,1004.782,-0.5719,1.5744,-0.7309,14.2635,14.1311,-0.4458,-0.0138,-0.0019,0.3894,590.82
Tendon 2,1004.845,-0.601,1.6136,-0.8238,14.2727,14.1384,-0.4466,-0.0148,-0.0049,0.3901,597.632
