Gender,Age,Education Level,Institution Type,IT Student,Location,Load_shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level
Boy,11_15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1_3,No,Mobile,Moderate
Girl,11_15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1_3,No,Mobile,Low
Boy,11_15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1_3,No,Mobile,Moderate
Girl,16_20,College,Non Government,No,No,Low,Mid,Wifi,4G,1_3,No,Mobile,Low
Boy,6_10,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1_3,No,Mobile,Moderate
Girl,21_25,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,1_3,No,Mobile,Low
Boy,26_30,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1_3,Yes,Mobile,Moderate
Boy,11_15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1_3,No,Mobile,Moderate
Boy,16_20,College,Government,No,No,Low,Mid,Wifi,4G,1_3,No,Mobile,Low
Boy,21_25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1_3,Yes,Computer,High
Boy,11_15,School,Non Government,No,No,Low,Mid,Mobile Data,3G,1_3,No,Mobile,Low
Boy,21_25,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1_3,Yes,Computer,High
Boy,16_20,College,Government,No,No,High,Mid,Mobile Data,3G,1_3,No,Mobile,Low
Boy,21_25,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,3_6,No,Computer,Moderate
Boy,16_20,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low
Boy,21_25,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3_6,No,Computer,Low
Girl,16_20,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1_3,No,Mobile,Low
Girl,16_20,College,Non Government,No,No,High,Mid,Wifi,4G,3_6,No,Mobile,Moderate
Boy,11_15,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1_3,No,Mobile,Moderate
Girl,16_20,College,Non Government,No,No,Low,Mid,Wifi,4G,1_3,No,Mobile,Low
Girl,11_15,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1_3,No,Mobile,Moderate
