DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
12/25/2015,24,264.8099933,99.53360208,237.4074677,13.74600208,100.000,27.40252563,86.86332229,1.865787708,163.95,25025.82,3059.08
12/26/2015,24,264.7457331,99.53112708,237.3698702,13.76261167,100.000,27.37586292,87.20107229,1.879192292,162.36,24957.58,3065.18
12/27/2015,24,264.8473456,99.52855917,237.3895742,13.66182625,100.000,27.45777146,86.48063771,1.820925208,158.71,24815.95,3002.45
12/28/2015,24,264.7000313,99.52887957,237.4351177,13.6586183,97.917,27.26491362,84.6621634,1.790803617,158.77,24475.26,3007.79
12/29/2015,24,264.6735115,99.52891313,237.4295885,13.62389208,100.000,27.24392292,84.56971521,1.750299792,159.12,24611.04,3008.7
12/30/2015,24,264.6559381,99.52932917,237.4206179,13.62895875,100.000,27.23532021,84.74360396,1.729517708,159.04,24539.49,2988.94
12/31/2015,24,264.6319056,99.53024792,237.3699129,13.71279479,100.000,27.26199271,85.73584729,1.748677292,157.78,24402.43,2991.11
1/1/2016,24,264.6180717,99.53187167,237.3081802,13.78316063,100.000,27.30989146,86.6202775,1.799146875,157.2,24192.67,2980.12
1/2/2016,24,264.8098273,99.53100917,237.4070498,13.59965,100.000,27.4027775,83.33432396,1.732599583,153.88,23889.12,2949.44
1/3/2016,21.5,271.9098765,99.3938954,234.8005044,11.73814851,71.017,37.10937208,70.66079362,1.763802988,96.03,14848.19,1919.42
1/4/2016,24,269.2684108,99.44137354,237.1198694,12.39887292,68.275,32.14854146,76.46815667,4.371738333,104.68,16982.97,2470.15
1/5/2016,24,264.5285694,99.53161229,237.1970538,13.79094563,100.000,27.33151563,84.24761958,1.751445625,155.56,25128.01,3224.39
1/6/2016,24,265.1928363,99.54950646,237.6764796,13.89972521,100.000,27.51635667,84.17263354,1.802763542,153.43,24977.98,3470.8
1/7/2016,24,265.5590931,99.57985708,238.0551788,13.96269646,100.000,27.50391438,83.73598688,1.874207917,154.18,24949.37,3227
1/8/2016,24,266.0488285,99.58801,238.2422638,14.13761667,100.000,27.80656479,86.66505438,1.953670417,155.28,24855.82,3280.51
1/9/2016,24,266.3258613,99.58865083,238.4581358,14.15023396,100.000,27.86772542,85.84856,1.969442292,155.81,24953.98,3283.17
1/10/2016,24,266.5627669,99.59945,238.6230019,14.20374188,100.000,27.939765,85.70226604,1.984407083,156.29,25059.65,3309.67
1/11/2016,24,266.9401148,99.60569271,238.7909394,14.36882563,100.000,28.14917542,86.67985313,2.005841667,157.86,25218.3,3326.32
1/12/2016,24,267.212864,99.61503625,238.8564854,14.56178417,100.000,28.35637854,88.27487042,2.126922917,158.65,25290.17,3394.47
1/13/2016,23.33333,268.9346002,99.59186359,239.1954575,14.51301999,85.209,29.73914272,88.01830516,3.257076972,132.99,21208.2,3115.61
1/14/2016,24,267.0714404,99.5967225,238.5283808,14.52671458,100.000,28.54305958,88.04036375,2.10065,160.15,24701.74,3476.98
1/15/2016,24,266.6283727,99.58848938,238.4020877,14.48332063,100.000,28.226285,87.92063417,2.1036675,160.07,24923.18,3658.21
1/16/2016,24,266.3219373,99.58801,238.2843877,14.40552396,100.000,28.03754958,88.13577271,2.124247708,159.17,24704.97,3486.62
1/17/2016,24,266.0893785,99.58800875,238.1901204,14.53624854,100.000,27.89925813,88.43793125,2.106607083,157.52,24443.73,3372.08
1/18/2016,24,266.0700125,99.58116146,238.1599971,14.42248729,100.000,27.91001542,87.99628708,2.041666875,156.34,24340.25,3497.91
1/19/2016,24,266.2167673,99.57477063,238.0786244,14.39220792,100.000,28.13814292,88.23776333,2.041157708,151.67,23541.01,3517.22
1/20/2016,20.83333,268.7070405,99.53590917,238.8525144,14.32719076,70.712,29.85452604,87.80807598,3.08534567,110.37,17902.89,2766.79
1/21/2016,24,267.7039323,99.54289292,238.2213781,14.39944333,93.681,29.48255417,87.15853167,1.732802708,141.28,21943.41,3346.26
1/22/2016,24,267.0955752,99.54906771,238.2291925,14.27365854,100.000,28.86638271,85.49332708,1.565323958,149.94,23637.22,3012.48
1/23/2016,24,266.2945015,99.56614604,238.079366,14.41852521,100.000,28.21513542,86.48291396,1.698060833,154.65,24044.1,3106.77
1/24/2016,24,265.5724767,99.57875104,238.0229025,14.47913979,100.000,27.54957417,87.10577104,1.708612917,156.47,24215.97,3098.97
1/25/2016,22.66666,268.9144704,99.54058907,238.6481582,14.18563275,72.449,30.26631225,85.6238385,3.576803158,153.24,20360.92,2648.3
1/26/2016,24,268.8245198,99.51182,238.4787506,14.02410125,80.354,30.34576917,84.39742625,3.471181875,138.82,22037.09,2831.31
1/27/2016,24,265.3070723,99.55322979,237.7480071,14.50410104,100.000,27.55906521,88.24021542,1.689970833,159.12,24555.34,3106.7
1/28/2016,24,265.3680104,99.55325083,237.8905169,14.36923396,100.000,27.47749354,86.42693854,1.627525,151.83,23738.93,3085.85
1/29/2016,24,265.3407581,99.55825,237.9146104,14.27772104,100.000,27.42614771,85.16592417,1.579397917,152.55,23702.58,3083.14
1/30/2016,24,265.352645,99.55169583,237.8964598,14.21180625,100.000,27.45618521,85.35075479,1.579364583,151.74,23548.82,3068.34
1/31/2016,24,265.3197592,99.54907375,237.8276738,14.38926688,100.000,27.49208542,88.09238083,1.644308125,149.53,23227.29,3032.72
2/1/2016,24,265.3464327,99.54559,237.8927715,14.29559333,100.000,27.45366125,86.02063229,1.563779167,148.07,23135.46,3035.09
2/2/2016,24,265.3991621,99.54089938,237.879755,14.20784917,100.000,27.51940708,85.83470792,1.556846875,148.14,23002.03,3016.28
2/3/2016,24,265.4489515,99.54001646,237.8387821,14.29583,100.000,27.61016938,87.57620146,1.593662917,145.61,22835.6,2978.86
2/4/2016,23.58333,269.1548465,99.5036084,238.470063,14.12047995,80.934,30.68478356,86.37808392,4.532499882,123.99,19531.13,2614.91
2/5/2016,24,265.9660444,99.52855938,237.9428948,14.27436313,88.063,28.02314958,86.46524167,1.986881667,143.41,22613.56,2984.92
2/6/2016,24,265.2322619,99.54115313,237.7759496,15.0963375,100.000,27.45631229,86.75936646,1.59253625,146.6,22719.97,3029.48
2/7/2016,24,265.3934125,99.54433146,237.890424,19.77141917,100.000,27.50298854,85.48411604,1.52711875,143.3,22728.81,3006.18
2/8/2016,24,265.5506565,99.54852396,237.8401423,19.88392438,100.000,27.71051417,86.95282396,1.574680208,143.01,22720.85,2985.33
2/9/2016,24,265.726099,99.54297146,237.842159,19.95778563,100.000,27.88394,87.57348354,1.569432917,143.71,22949.73,3004.35
2/10/2016,24,266.0901077,99.53520333,237.8512596,20.05069125,100.000,28.23884813,88.37105604,1.589681875,141.92,22009.95,2951.97
2/11/2016,24,266.6952533,99.52464479,237.9277265,19.97385167,100.000,28.76752688,87.9886575,1.55836125,143.84,22398.72,2893.9
2/12/2016,24,266.7444385,99.52355521,237.933081,19.80193083,100.000,28.8113575,87.1079125,1.539162917,135.93,21069.69,2904.42
2/13/2016,24,266.7850348,99.52041042,237.8824504,19.97901896,100.000,28.90258438,88.07352125,1.552000208,131.98,20527.65,2899.81
2/14/2016,24,266.9659408,99.51928938,237.898134,19.91517542,100.000,29.06780688,87.91555021,1.549699167,134.47,21085.83,2839.66
2/15/2016,24,266.8958894,99.51921771,237.8992725,19.87137167,100.000,28.99661688,87.97232938,1.573250833,134.02,20916.36,2829.45
2/16/2016,24,266.8907415,99.51111979,238.01891,19.72367604,100.000,28.87183146,86.03207375,1.49382875,132.57,20786.49,2818.56
2/17/2016,24,266.9868733,99.50775063,238.0249667,19.66242813,100.000,28.96190667,86.15326479,1.466548125,132.18,20619.41,2788.25
2/18/2016,24,267.0005525,99.50226646,237.9272198,19.94126208,100.000,29.07333271,87.77289313,1.549504792,129.78,20406.18,2774.16
2/19/2016,24,266.7571379,99.50222938,238.007689,19.75798646,100.000,28.74944896,86.00293688,1.469858958,125.46,19728.51,2828.69
2/20/2016,24,266.6846,99.50979938,238.0583265,19.76609333,100.000,28.62627354,86.47950458,1.524644792,129.68,20150.4,2881.94
2/21/2016,24,267.0330365,99.52512667,238.3138856,19.83032354,100.000,28.71915083,86.87221333,1.582773333,123.46,19625.27,2902.28
2/22/2016,24,266.7625263,99.55194042,238.4091831,20.05543146,100.000,28.35334313,88.02633542,1.681750833,125.82,20186.73,2988.26
2/23/2016,24,267.1385956,99.56589479,238.6629806,20.08914625,100.000,28.475615,87.87647479,1.734042292,125.71,20106.08,3017.27
2/24/2016,24,267.4728085,99.58068729,238.8673575,20.19565667,100.000,28.60545104,88.17303021,1.791736875,125.29,19949.11,3066.1
2/25/2016,24,268.1465202,99.58678958,239.0960506,20.3091675,100.000,29.05046958,88.37164104,1.812115,127.94,20265.22,3128.27
2/26/2016,24,267.2244656,99.61570417,239.0807921,20.59217646,100.000,28.14367354,88.86297708,1.965548125,139.07,22471.11,3226.23
2/27/2016,24,267.7686758,99.62150833,239.4125571,20.66977229,100.000,28.35611875,88.91595354,2.008220208,138.2,22382.55,3233.13
2/28/2016,24,268.2242869,99.63309542,239.6050592,20.75667229,100.000,28.61922771,89.0604625,2.051677708,139.83,22436.45,3242.16
2/29/2016,24,268.4248898,99.64375458,239.8365225,20.61515958,100.000,28.58836729,87.81419646,1.977921667,138.78,22299.88,3487.94
3/1/2016,24,268.2537942,99.6369575,239.6778979,20.34752833,100.000,28.57589625,86.18466875,1.902161875,140.97,22203.35,3339.96
3/2/2016,24,268.0827642,99.63001813,239.4393575,20.64898583,100.000,28.64340667,88.83585479,1.96586,138.93,21922.63,3333.07
3/3/2016,24,267.9366054,99.62920396,239.3515146,20.24419083,100.000,28.58509083,88.96761083,1.962859167,137.47,21836.38,3316.57
3/4/2016,24,267.8079342,99.6292,239.326994,19.79287542,100.000,28.48094021,88.23425042,1.904742292,136.45,21640.65,3288.94
3/5/2016,24,267.6467192,99.6292,239.2256665,19.84616938,100.000,28.42105271,88.83290479,1.938557917,134.55,21418.91,3294.06
3/6/2016,24,267.5724767,99.6292,239.1695202,19.82817938,100.000,28.40295646,88.70732813,1.926705208,134.34,21301.46,3286.86
3/7/2016,24,267.5115877,99.6292,239.1261058,19.815,100.000,28.38548188,88.80321479,1.933067708,132.94,21157.04,3264.44
3/8/2016,24,267.5210927,99.62915979,239.1755369,19.7724,100.000,28.34555583,88.02812104,1.841895417,131.43,21006.34,3241.29
3/9/2016,24,267.5033579,99.62915979,239.1854054,19.74035958,100.000,28.3179525,87.91619083,1.783028542,129.73,20772.77,3222.79
3/10/2016,24,267.4651408,99.6292,239.1712763,19.75753021,100.000,28.29386458,87.84965188,1.790256458,129.67,20565.11,3210.51
3/11/2016,24,267.4653835,99.6292,239.1859681,19.64113875,100.000,28.27941542,86.80610271,1.762023958,128.01,20437.46,3190.68
3/12/2016,18.66666,270.283452,99.59403291,240.0958069,19.0898825,60.974,30.18764512,84.94917956,4.007051563,78.86,12597.55,2086.84
3/13/2016,24,267.8999135,99.62730396,239.3175681,19.89507167,100.000,28.58234542,87.35851667,1.811202083,123.15,20011.15,3185.74
3/14/2016,24,266.962439,99.63373188,239.1623452,20.12423979,100.000,27.80009375,88.59500521,1.923398958,126.68,20262.88,3254.58
3/15/2016,24,266.979935,99.64896,239.1946871,19.97588208,100.000,27.78524792,88.73483646,1.914671458,125.61,20144.33,3243.8
3/16/2016,24,266.9720575,99.64863375,239.1975581,19.82579229,100.000,27.77449938,88.73715708,1.910397708,127.05,20528.02,3230.29
3/17/2016,24,266.9618065,99.63912979,239.2082017,22.01955729,100.000,27.75360479,88.74661104,1.887490833,120.66,19397.8,3029.64
3/18/2016,24,267.1317969,99.63770333,239.2398165,22.30815083,100.000,27.89198042,88.6943575,1.848460208,118.92,19424.43,3203.3
3/19/2016,24,266.9735319,99.63731854,239.2153046,22.29436917,100.000,27.75822729,88.61174604,1.852467292,117.8,19356.7,3237.39
3/20/2016,24,267.0812783,99.63525521,239.212961,22.2894475,100.000,27.86831729,88.56514167,1.824781042,118.58,19257.65,3228.33
3/21/2016,24,267.2675335,99.62994667,239.1998858,22.30743625,100.000,28.06764771,88.65857313,1.793148542,117.29,19166,3190.88
3/22/2016,24,267.2101831,99.62865958,239.1705354,22.36171229,100.000,28.03964771,88.77896458,1.799524792,113.59,18353.37,3166.42
3/23/2016,24,267.3224056,99.62456375,239.1891433,22.41559875,100.000,28.13326229,88.75425229,1.763021042,112.78,18106.6,3172.83
3/24/2016,24,267.3301329,99.61956792,239.2027798,22.28281917,100.000,28.12735313,87.49101396,1.699739167,113.55,18413.81,3178.21
3/25/2016,24,267.1902177,99.61860167,239.1271583,22.29836917,100.000,28.06305938,88.35439229,1.731633958,114.13,18607.59,3181.15
3/26/2016,24,267.389006,99.61761938,239.2295692,22.04762729,100.000,28.15943688,86.36814833,1.614136875,111.92,18399.35,3137.07
3/27/2016,23,267.595743,99.60984652,239.2244537,22.02723609,100.000,28.37128935,86.01632261,1.593183261,106.43,17693.97,2982.27
3/28/2016,24,267.6301398,99.6086,239.2026177,22.08868708,100.000,28.42752208,86.60829729,1.595405417,109.31,18094.55,3100.02
3/29/2016,24,267.6699252,99.60246417,239.1784258,22.29677917,100.000,28.49149938,88.61511021,1.715845,110.06,18031.96,3118.92
3/30/2016,24,267.6899146,99.59962104,239.224435,22.36566125,100.000,28.46547958,88.62155854,1.716095833,107.52,17612.38,3121.41
3/31/2016,24,267.9415844,99.59466896,239.2363683,22.29501938,100.000,28.70521604,88.55315729,1.732954375,105.42,17188.97,3080.98
4/1/2016,24,268.0008169,99.58836083,239.3369102,22.08886542,100.000,28.66390667,86.88464458,1.623509792,103.59,16844.89,3065.33
4/2/2016,24,267.9324263,99.58432333,239.2066419,22.20689146,100.000,28.72578438,87.50381083,1.648543125,102.03,16799.8,3064.01
4/3/2016,24,267.7980469,99.57954146,239.2390298,22.20398063,100.000,28.55901708,87.55379292,1.625163333,102.69,16803.44,3060.46
4/4/2016,24,267.4891096,99.57981979,239.1778821,22.25188146,100.000,28.3112275,88.14749958,1.66025875,102.82,16703.24,3244.61
4/5/2016,24,267.3247163,99.58198229,239.2040588,22.19638833,100.000,28.1206575,87.66915354,1.635178333,102.44,16780.89,3108.26
4/6/2016,22.83333,275.7858407,99.49840327,240.4589115,21.49211477,65.909,35.32692921,82.95830795,8.745248891,76.6,12888.86,2426.4
4/7/2016,24,269.3836946,99.55035729,239.4180513,22.05711021,76.538,29.96564333,87.77217083,3.902156667,94.06,15158.2,2972.23
4/8/2016,24,266.6140806,99.58856542,238.9542942,22.32209833,100.000,27.65978646,88.59443688,1.798984375,118.84,19607.4,3282.46
4/9/2016,24,266.659615,99.58976729,239.1472696,22.20784104,100.000,27.51234542,87.49196188,1.66963125,115.85,19096.41,3246.69
4/10/2016,24,266.6026879,99.59932542,239.0871485,22.15220979,100.000,27.51553938,87.47915854,1.6862725,115.19,18799.03,3212.89
4/11/2016,24,266.5552835,99.58979708,239.0068123,22.27947146,100.000,27.54847125,87.98808729,1.708362292,112.58,18754.17,3203.7
4/12/2016,24,266.5150781,99.58801,238.9761313,22.28320354,100.000,27.53894688,88.10671167,1.703339792,109.13,18147.3,3195
4/13/2016,24,266.4695948,99.58971792,238.930411,22.29335625,100.000,27.53918375,88.03432021,1.696393958,108.94,18046.97,3167.13
4/14/2016,24,266.4240927,99.5987775,238.8648056,22.36377271,100.000,27.55928708,88.57182563,1.7078375,109.65,17906.05,3165.48
4/15/2016,24,266.3730785,99.59946729,238.8261285,22.30713625,100.000,27.54695,88.32280479,1.691649375,106.58,17732.87,3158.98
4/16/2016,24,266.3378581,99.60659125,238.7991633,22.30003104,100.000,27.53869479,88.41354563,1.694770208,112.71,21902.22,3259.33
4/17/2016,24,265.8924215,99.61974375,238.7070015,22.28755833,100.000,27.18542,87.71800292,1.696082708,116.79,21844.79,3284.31
4/18/2016,24,266.8362696,99.61867958,238.7567769,22.24214833,94.131,28.07949271,87.18715813,2.36883875,98.36,17562.02,3331.3
4/19/2016,24,268.5286635,99.59557167,238.8009271,22.10381792,78.290,29.72773646,87.91853542,3.927927083,112.19,18437.93,3025.78
4/20/2016,24,266.0494442,99.62117833,238.5250525,22.37634104,100.000,27.52439167,88.27243333,1.712402292,115.51,19842.04,3187.32
4/21/2016,24,266.024091,99.62621813,238.5018279,22.33495563,100.000,27.52226313,88.34346,1.710847292,111.87,17549.88,3173.77
4/22/2016,21,272.7871187,99.55274472,239.5887,21.4279034,63.743,33.19841869,83.9895122,7.461591342,77.77,11703.47,2400.14
4/23/2016,24,265.7530031,99.64313021,238.2020565,22.21632958,100.000,27.55094667,87.93627479,1.735308125,110.55,17782,3284.21
4/24/2016,24,267.7677133,99.62056354,238.5323192,22.06621667,70.720,29.23539417,88.12523667,3.423225625,99.04,15991.93,3051.28
4/25/2016,24,269.7276206,99.60464521,238.8388421,22.00241354,46.487,30.88877854,87.77091771,4.983956042,96.43,15474.1,3037.19
4/26/2016,24,270.5043448,99.59945,238.9753283,22.01633875,43.140,31.52901646,87.82923021,5.746545833,93.76,15009.64,2864.74
4/27/2016,24,270.5447288,99.59871667,238.9949965,22.07887833,43.037,31.54973229,88.13128104,5.718461875,92.3,14879.97,2814.12
4/28/2016,24,270.4766673,99.60125146,239.1051306,22.09908563,43.134,31.37153667,87.84006188,5.587767917,93.42,14692.89,2788.75
4/29/2016,24,270.5261573,99.60862292,239.1412096,22.04166646,43.164,31.38494771,87.43280563,5.601956458,100.39,15863.53,2941.33
4/30/2016,24,270.5831558,99.61660563,239.169896,22.15557854,43.205,31.41325979,88.04290146,5.733214375,100.33,15808.49,2917.75
5/1/2016,24,270.6907808,99.62099979,239.3011479,22.01967583,43.150,31.38963292,86.80595229,5.612864375,97.69,15756.73,2886.76
5/2/2016,24,270.9138277,99.62847292,239.3554119,22.01285188,43.060,31.55841583,86.23839063,5.535091458,101.32,16340.09,2895.34
5/3/2016,24,271.0890473,99.63303729,239.3063538,22.18316625,42.967,31.78269354,87.25895521,5.553490625,111.05,17787.13,2917.56
5/4/2016,24,270.835724,99.64538625,239.3751969,22.14544333,43.080,31.46052708,86.60702833,5.52615625,110.1,17547.9,2933.41
5/5/2016,24,270.6983733,99.65679542,239.3779767,22.11487063,43.068,31.32039667,86.09551396,5.5393125,110.78,17489.5,2946.91
5/6/2016,24,270.6890033,99.66485333,239.3794933,22.23595208,43.036,31.30951,86.72686792,5.538181042,111.23,17468.21,2926.54
5/7/2016,24,270.683851,99.67457792,239.2971242,22.41965792,42.958,31.38672688,88.01213771,5.592313958,110.71,17535.68,2920.69
5/8/2016,24,270.6842135,99.68302042,239.3698131,22.32191896,43.142,31.31440042,85.76654875,5.49152125,110.4,17405.18,2910.37
5/9/2016,24,270.6283702,99.69200813,239.3688252,22.37100104,43.093,31.259545,86.20904729,5.499326042,108.96,17226.41,2930.57
5/10/2016,24,270.6255415,99.70259917,239.279534,22.54902125,43.016,31.3460075,88.16721292,5.57068375,107.66,17029.67,3883.25
5/11/2016,24,270.7105346,99.7123325,239.259205,22.59517938,43.292,31.45132958,88.48192354,5.658032083,107.36,17023.43,2860.2
5/12/2016,24,270.7477717,99.7231,239.2395246,22.6531875,43.264,31.50824708,88.6020375,5.708541042,106.46,16917.58,2859.72
5/13/2016,24,270.7918588,99.73416083,239.2509669,22.45874563,43.191,31.54089188,88.19205083,5.744122083,105.69,16786.98,2860.3
5/14/2016,24,270.7912048,99.74565813,239.2566113,22.41687229,43.158,31.53459354,87.93346417,5.745662708,104.75,16664.88,2845.05
5/15/2016,18,274.2441731,99.72707139,240.2239825,21.25830833,30.140,34.02019056,82.99673944,8.168599167,71.02,11456.18,1943.51
5/16/2016,24,270.1425546,99.78575917,239.4768469,22.7949475,47.383,30.66570771,88.26529917,4.85224375,106.52,12281.25,2908.18
5/17/2016,24,270.7455019,99.77851313,239.222734,22.9577325,43.202,31.52276792,88.40293917,5.722931458,103.84,16629.88,2832.53
5/18/2016,24,270.7506485,99.80004125,239.2856573,22.90323854,43.133,31.46499125,88.02078854,5.65518625,103.26,16593.06,2820.25
5/19/2016,24,270.6663356,99.82159063,239.2345058,22.47872813,43.244,31.43182979,87.98749625,5.639559583,102.32,16485.58,2811.24
5/20/2016,24,270.77208,99.82828,239.2686806,22.50396292,43.101,31.50339938,87.67103271,5.703411458,102.15,16243.09,2806.22
5/21/2016,24,270.6355263,99.82834,239.2583094,22.46949667,43.127,31.37721688,87.0952775,5.600321667,100.7,15979.29,2840.15
5/22/2016,24,270.5504463,99.83029271,239.14411,22.61056688,43.016,31.40633625,88.26101938,5.598478125,101.14,16108.07,2891.32
5/23/2016,24,270.5129538,99.84230583,239.1064288,22.65040563,43.083,31.406525,88.633095,5.62445375,101.57,16190.44,2897.94
5/24/2016,24,270.6246252,99.85090875,239.1436838,22.55286083,43.291,31.48094146,88.35615813,5.703909375,102.31,16300.54,2893.01
5/25/2016,24,270.6036885,99.86043563,239.1139602,22.71254333,43.191,31.48972833,88.60360479,5.696693958,102.71,16301.58,2877.82
5/26/2016,24,270.5699475,99.87246167,239.0767813,22.88397396,43.166,31.49316625,88.79474896,5.691118125,102.73,16309.03,2881.48
5/27/2016,24,270.4974904,99.88239438,239.0535263,22.91892479,43.190,31.44396417,88.78675896,5.653304583,101.76,16199.04,2877.57
5/28/2016,24,270.5673996,99.89099167,239.077965,22.9373875,43.268,31.48943458,88.69135917,5.701943125,102.13,16268.23,2897.44
5/29/2016,24,270.596564,99.90142042,239.096755,22.92264042,43.159,31.49980896,88.07654313,5.726359583,101.12,16205.62,2901.88
5/30/2016,24,270.6082846,99.91051583,239.0631269,22.97912896,43.097,31.54515771,88.82882563,5.753676458,100.78,15984.09,2882.54
5/31/2016,24,270.5166952,99.92208792,239.0422579,22.90301271,43.163,31.47443729,88.62866875,5.685396875,102.74,16342.69,2875.8
6/1/2016,24,270.4573906,99.93087979,239.0372973,22.87651792,43.151,31.42009333,88.53788292,5.6396025,102.65,16128.54,2859.57
6/2/2016,24,270.4201458,99.93917292,239.0352833,22.93865875,43.120,31.3848625,88.57085917,5.599912292,101.83,16245.66,2882.58
6/3/2016,24,270.3777446,99.95017292,238.9862269,23.14620125,43.010,31.39151771,88.92559854,5.60134875,97.14,15591.82,2839.02
6/4/2016,24,270.3245769,99.95891396,238.9895635,23.04198875,43.035,31.33501333,88.76260021,5.548384167,102.59,16857.01,2885.87
6/5/2016,24,270.2696796,99.9677175,238.9699098,23.10155875,43.020,31.29976979,88.77056771,5.50851625,103.15,16827.74,2894.82
6/6/2016,24,270.2359533,99.97871063,238.9760831,23.30236729,43.025,31.25987021,88.85746875,5.462211875,103.3,16775.03,2904.85
6/7/2016,24,270.5142638,99.98318938,239.0028671,23.26755542,43.192,31.51139667,88.81900708,5.71856375,103.68,16887,2921.12
6/8/2016,22.41666,273.1591583,99.97058009,239.799261,22.49427962,37.862,33.35989735,86.40151715,7.967162173,91.57,14945.84,2554.32
6/9/2016,24,268.0238538,100.0278494,238.7076923,23.24520458,53.937,29.31616146,88.85594333,3.790346667,102.38,16629.16,3106.49
6/10/2016,24,267.9220779,100.0423575,238.67553,23.41430646,56.411,29.24654792,89.06075708,3.703971667,105.78,17387.3,3063.59
6/11/2016,23.98519,266.804859,100.0795644,238.5555817,23.66071015,88.620,28.24927736,89.2872741,2.687157086,109.05,17640.76,3093.81
6/12/2016,21.68148,274.1126015,99.97587663,239.9297684,22.27384217,58.295,34.18283313,82.43115366,8.687697535,91.46,14732.22,2574.89
6/13/2016,24,267.820925,100.0624363,238.6641748,23.575405,71.532,29.15675021,88.89753979,3.624839792,107.23,17395.7,3057.6
6/14/2016,24,269.681434,100.0375904,238.861106,23.42901,45.042,30.82032792,88.44504625,5.302699375,104.48,16824.06,2968.09
6/15/2016,24,269.7129717,100.050111,238.8346825,23.44108333,45.025,30.87828917,88.624225,5.334084375,103.8,16745.98,2984.87
6/16/2016,24,269.70859,100.05094,238.83355,23.44567,45.035,30.87504,88.72131,5.32183,104.63,16836,3004.53
6/17/2016,24,269.7342488,100.0729113,238.8394352,23.66081688,44.939,30.89481354,89.22569792,5.368747708,103.29,16456.74,2979.58
6/18/2016,24,269.682609,100.0805217,238.8588744,23.41484688,44.992,30.82373458,88.8059925,5.308560833,103.44,16551.02,2972.75
6/19/2016,24,269.6514365,100.0913852,238.8727213,23.583725,45.023,30.77871521,88.93697708,5.267049167,103.55,16524.52,2984.83
6/20/2016,24,269.6038394,99.80753125,238.8779796,23.529305,44.902,30.72585979,87.80892604,5.204200625,103.75,16525.42,2978.42
6/21/2016,24,269.607006,100.1108798,238.8776806,23.74983938,44.924,30.72932542,89.04601188,5.203657917,103.44,16508.09,2992.62
6/22/2016,24,269.5841835,100.1205015,238.9586646,23.63613,44.946,30.62551896,88.46815979,5.120723125,103.21,16511.03,2993.41
6/23/2016,24,269.554766,100.1296527,238.9418281,23.75049979,44.929,30.61293792,88.75116771,5.111549792,103.27,16566.18,3022.9
6/24/2016,24,269.5683508,100.1400883,238.845219,23.98020313,44.797,30.72313188,89.44609958,5.190156875,103.37,16499.88,2980.02
6/25/2016,24,269.5186692,100.1497254,238.8455285,24.01523563,44.810,30.67314063,89.45617042,5.148882708,102.57,16434.67,2981.04
6/26/2016,24,269.4845477,100.1592065,238.83925,23.92004854,44.859,30.64529771,89.32238458,5.110392917,102.85,16501.91,2983.48
6/27/2016,24,269.7616652,100.1670025,238.9043138,23.87788896,45.107,30.85735146,89.05148896,5.342120625,101.46,16274.31,2976.42
6/28/2016,24,269.8768752,100.1732308,238.9077025,23.92824021,45.126,30.96917271,88.78092458,5.451190625,102.26,16444.37,2973.66
6/29/2016,24,269.8275967,100.1854129,238.9403298,23.87183438,45.204,30.88726688,88.37994542,5.36717125,102.38,16458.56,2980.12
6/30/2016,24,269.8266071,100.195309,238.8934088,23.48338083,45.155,30.93319833,88.83530063,5.398404583,101.47,16397.18,2985.45
